OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
2158,980024,2,Lake Balboa NC,6,Lake Balboa NC,3,980024,2019,104.94,0,104.94,32.801232,0,32.801232,No,89190174.8681641,46297.4918294074
2160,980026,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,980026,2019,0,0,0,0,0,0,No,151134792.704102,102981.68019972
2161,980028,5,Westchester/Playa NC,11,Westchester/Playa NC,4,980028,2019,130.4,0,130.4,19.459076,0,19.459076,No,185866822.072266,82508.3103840673
2163,980031,8,Wilmington NC,15,Wilmington NC,4,980031,2019,5,0,5,2.108613,0,2.108613,No,147950947.489258,271452.050922111
1,101110,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,101110,2019,12.614,0,12.614,28.600087,0,28.600087,No,12295241.3232422,15084.3027528811
2,101122,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,101122,2019,1,0,1,0.979639,0,0.979639,No,28458041.7832031,31670.4239225665
3,101210,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,101210,2019,14.517,0,14.517,57.787763,0,57.787763,No,7003118.86523438,12066.1096875442
4,101220,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,101220,2019,24.058,0,24.058,89.152876,0,89.152876,No,7523128.99414063,12697.7217199295
5,101300,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,101300,2019,9.278,0,9.278,9.313195,0,9.313195,No,27786768.0830078,29376.2692809498
6,101400,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,101400,2019,17.615,0,17.615,7.231698,0,7.231698,No,67905918.0224609,42669.3078054014
7,102103,2,Sun Valley Area NC,2,Sun Valley Area NC,5,102103,2019,0,0,0,0,0,0,No,12770109.7109375,16350.7304872518
8,102104,2,Sun Valley Area NC,2,Sun Valley Area NC,5,102104,2019,1.425,0,1.425,2.223416,0,2.223416,No,17879987.734375,27570.4501015679
9,102105,2,Sun Valley Area NC,2,Sun Valley Area NC,5,102105,2019,23.717,0,23.717,124.802633,0,124.802633,No,5306251.39648438,9956.33839684895
10,102107,2,Foothill Trails District NC,7,Foothill Trails District NC,5,102107,2019,6.508,0,6.508,1.304482,0,1.304482,No,139083488.587891,63679.967319149
11,103101,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,103101,2019,26.872,0,26.872,34.290989,0,34.290989,No,21846854.6152344,25422.120895606
12,103102,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,103102,2019,26.368,0,26.368,55.034047,0,55.034047,No,13357258.7099609,16531.0518392854
13,103200,2,Foothill Trails District NC,7,Foothill Trails District NC,5,103200,2019,32.609,0,32.609,11.388367,0,11.388367,No,79825425.5078125,52745.3593682876
14,103300,2,Foothill Trails District NC,7,Foothill Trails District NC,5,103300,2019,5.413,0,5.413,2.282756,0,2.282756,No,66106459.9521484,37339.0066688219
15,103400,2,Sunland-Tujunga NC,7,Sunland-Tujunga NC,5,103400,2019,26.382,0,26.382,27.325628,0,27.325628,No,26915133.3710938,24999.0682777538
16,104103,2,Foothill Trails District NC,7,Foothill Trails District NC,3,104103,2019,8.202,0,8.202,22.383975,0,22.383975,No,10237407.1181641,13287.8069328498
17,104105,2,Pacoima NC,7,Pacoima NC,3,104105,2019,4.847,0,4.847,21.473085,0,21.473085,No,6292659.17578125,11640.1575557179
18,104108,2,Pacoima NC,7,Pacoima NC,3,104108,2019,1.425,0,1.425,3.365655,0,3.365655,No,11803582.4433594,18965.5554564757
19,104124,2,Kagel Canyon,7,Kagel Canyon,3,104124,2019,11.813,6,17.813,6.828377,3.468235,10.296612,Yes,48204147.6386719,39434.5879797644
20,104201,2,Pacoima NC,7,Pacoima NC,3,104201,2019,6.082,0,6.082,14.451613,0,14.451613,No,11733391.0039063,14807.3007978377
21,104203,2,Pacoima NC,7,Pacoima NC,3,104203,2019,15.034,0,15.034,55.005343,0,55.005343,No,7619777.47363281,11052.7887209807
22,104204,2,Foothill Trails District NC,7,Foothill Trails District NC,3,104204,2019,26.17,0,26.17,25.418858,0,25.418858,Yes,27611409.7861328,30709.8065132456
23,104310,2,Pacoima NC,7,Pacoima NC,3,104310,2019,78.159,0,78.159,134.193937,0,134.193937,No,16238255.1220703,19109.7807057377
24,104320,2,Pacoima NC,7,Pacoima NC,3,104320,2019,3.388,123,126.39,7.239656,262.832836,270.076765,No,13046508.4091797,14607.6223409758
25,104401,2,Pacoima NC,7,Pacoima NC,3,104401,2019,18.56,0,18.56,70.58149,0,70.58149,No,7331091.60839844,12432.0711815895
26,104403,2,Pacoima NC,7,Pacoima NC,3,104403,2019,14.474,0,14.474,53.806373,0,53.806373,No,7499261.046875,16071.8479612546
27,104404,2,Pacoima NC,7,Pacoima NC,3,104404,2019,6.976,0,6.976,33.485136,0,33.485136,No,5807847.70214844,10935.4139517724
28,104500,2,Pacoima NC,7,Pacoima NC,3,104500,2019,12.882,0,12.882,62.83747,0,62.83747,No,5715280.26367188,11300.2083034998
29,104610,2,Pacoima NC,7,Pacoima NC,3,104610,2019,10.462,57,67.462,45.764243,249.336826,295.10107,No,6372936.44628906,11599.4207951725
30,104620,2,Pacoima NC,7,Pacoima NC,3,104620,2019,6.891,0,6.891,33.603209,0,33.603209,No,5716590.43066406,11300.4319820728
31,104701,2,Pacoima NC,7,Pacoima NC,3,104701,2019,16.778,0,16.778,78.943484,0,78.943484,No,5925000.69824219,11097.9986956916
32,104703,2,Pacoima NC,7,Pacoima NC,3,104703,2019,91.676,0,91.676,202.983933,0,202.983933,No,12591124.7597656,15369.2728928062
33,104704,2,Pacoima NC,7,Pacoima NC,3,104704,2019,6.776,16,22.776,10.556108,24.925875,35.481982,No,17895362.8623047,16972.082298815
34,104810,2,Pacoima NC,7,Pacoima NC,3,104810,2019,17.693,0,17.693,40.795807,0,40.795807,No,12090970.0078125,14242.6486219764
35,104821,2,Pacoima NC,7,Pacoima NC,3,104821,2019,9.731,0,9.731,47.395752,0,47.395752,No,5723987.19335938,11301.7597297613
36,104822,2,Pacoima NC,7,Pacoima NC,3,104822,2019,19.058,0,19.058,81.096731,0,81.096731,No,6551138.390625,13820.7939599682
37,106010,2,Sylmar NC,7,Sylmar NC,5,106010,2019,12.248,0,12.248,12.584442,0,12.584442,No,27151747.0830078,23986.1796461211
38,106020,2,Sylmar NC,7,Sylmar NC,3,106020,2019,40.104,0,40.104,51.474281,0,51.474281,No,21763786.3759766,22707.7215380892
39,106111,2,Sylmar NC,7,Sylmar NC,3,106111,2019,21.628,0,21.628,14.638852,0,14.638852,Yes,30127164.7744141,28477.062652709
40,106112,2,Sylmar NC,7,Sylmar NC,3,106112,2019,15.98,0,15.98,12.824212,0,12.824212,No,34684298.734375,49897.3336584591
41,106113,2,Sylmar NC,7,Sylmar NC,3,106113,2019,4.576,0,4.576,8.241685,0,8.241685,No,15479129.9716797,19713.9753355866
42,106114,2,Sylmar NC,7,Sylmar NC,3,106114,2019,12.519,0,12.519,31.962595,0,31.962595,No,10906536.4746094,17199.257872801
43,106403,2,Sylmar NC,7,Sylmar NC,3,106403,2019,13.823,0,13.823,32.383303,0,32.383303,No,11908213.0996094,14306.5455510164
44,106405,2,Sylmar NC,7,Sylmar NC,3,106405,2019,2,0,2,4.427167,0,4.427167,No,12593834.9912109,14490.8314108831
45,106406,2,Sylmar NC,7,Sylmar NC,3,106406,2019,15.546,0,15.546,19.311128,0,19.311128,No,22449693.4619141,21404.0315607827
46,106407,2,Sylmar NC,7,Sylmar NC,3,106407,2019,5.047,0,5.047,56.318154,0,56.318154,No,2497949.79882813,6355.40629994198
47,106408,2,Sylmar NC,7,Sylmar NC,3,106408,2019,16.617,0,16.617,188.019649,0,188.019649,No,2463767.63085938,6295.09883190291
48,106510,2,Sylmar NC,7,Sylmar NC,3,106510,2019,50.326,0,50.326,22.741182,0,22.741182,No,61703601.5693359,37123.1186137417
49,106520,2,Sylmar NC,7,Sylmar NC,3,106520,2019,35.458,0,35.458,41.636062,0,41.636062,No,23741921.8740234,19779.3177734989
50,106603,2,Granada Hills North NC,12,Granada Hills North NC,5,106603,2019,0,0,0,0,0,0,Yes,164677748.881836,61683.7350091788
51,106604,2,Sylmar NC,7,Sylmar NC,3,106604,2019,23.519,0,23.519,23.314891,0,23.314891,No,28121928.8623047,26302.2627916884
52,106641,2,Granada Hills North NC,12,Granada Hills North NC,5,106641,2019,0,0,0,0,0,0,No,12220846.6074219,19091.7786985438
53,106642,2,Granada Hills North NC,12,Granada Hills North NC,5,106642,2019,0,0,0,0,0,0,No,16979324.2939453,20369.1627345003
54,106643,2,Granada Hills North NC,12,Granada Hills North NC,5,106643,2019,0,0,0,0,0,0,No,46632204.6132813,32838.9673344747
55,106645,2,Granada Hills North NC,12,Granada Hills North NC,5,106645,2019,3.949,0,3.949,4.046307,0,4.046307,No,27208208.4238281,30208.8584183575
56,106646,2,Granada Hills North NC,12,Granada Hills North NC,5,106646,2019,1.425,0,1.425,2.500354,0,2.500354,No,15888454.1064453,23435.8329721017
57,106648,2,Sylmar NC,7,Sylmar NC,3,106648,2019,2,0,2,6.533336,0,6.533336,No,8537475.52246094,13662.3020670126
58,106649,2,Sylmar NC,7,Sylmar NC,3,106649,2019,5.047,0,5.047,11.790821,0,11.790821,No,11921658.4580078,20729.0669036209
59,107010,2,Sylmar NC,7,Sylmar NC,3,107010,2019,4.964,0,4.964,18.779464,0,18.779464,No,7370941.8125,12976.7687009619
60,107020,2,Sylmar NC,7,Sylmar NC,3,107020,2019,4.964,0,4.964,12.925185,0,12.925185,No,10686923,14676.9100133611
61,108101,2,Porter Ranch NC,12,Porter Ranch NC,5,108101,2019,0,0,0,0,0,0,No,12147101.9257813,14665.6421625531
62,108102,2,Porter Ranch NC,12,Porter Ranch NC,5,108102,2019,0,0,0,0,0,0,No,23504131.9931641,18954.90606005
63,108103,2,Porter Ranch NC,12,Porter Ranch NC,5,108103,2019,0,0,0,0,0,0,No,27594991.6240234,36687.8889109556
64,108104,2,Porter Ranch NC,12,Porter Ranch NC,5,108104,2019,138.72,0,138.72,434.997967,0,434.997967,No,8900349.75976563,14770.6614176392
65,108201,2,Porter Ranch NC,12,Porter Ranch NC,5,108201,2019,0,0,0,0,0,0,No,30201163.8349609,30448.9409062567
66,108202,2,Porter Ranch NC,12,Porter Ranch NC,5,108202,2019,0,0,0,0,0,0,No,62139219.7001953,35260.079480863
67,109100,2,Mission Hills NC,7,Mission Hills NC,3,109100,2019,22.791,28,50.791,21.803362,26.786632,48.589994,No,29140804.4130859,26339.4692943206
68,109200,2,Granada Hills North NC,12,Granada Hills North NC,3,109200,2019,11.203,0,11.203,24.321616,0,24.321616,No,12840801.3105469,15004.8292392959
69,109300,2,Granada Hills North NC,12,Granada Hills North NC,3,109300,2019,17.397,0,17.397,36.543863,0,36.543863,No,13271645.1220703,17491.4335604101
70,109400,2,Mission Hills NC,7,Mission Hills NC,3,109400,2019,8.694,0,8.694,17.434851,0,17.434851,No,13901737.1347656,17559.107962244
71,109500,2,Mission Hills NC,7,Mission Hills NC,3,109500,2019,1.694,0,1.694,3.67579,0,3.67579,No,12946509.4375,20520.6488895649
72,109601,2,Mission Hills NC,7,Mission Hills NC,3,109601,2019,31.811,0,31.811,36.655621,0,36.655621,No,24193898.0302734,20079.5357486333
73,109603,2,Mission Hills NC,7,Mission Hills NC,3,109603,2019,22.023,0,22.023,57.107287,0,57.107287,No,10751059.9414063,13424.5622839907
74,109604,2,Mission Hills NC,7,Mission Hills NC,3,109604,2019,5.388,0,5.388,11.878717,0,11.878717,No,12645258.2666016,14357.8209242806
75,109700,2,Granada Hills South NC,12,Granada Hills South NC,3,109700,2019,4.388,0,4.388,7.162458,0,7.162458,No,17079063.5253906,17939.3162964392
76,109800,2,North Hills West NC,12,North Hills West NC,3,109800,2019,0,0,0,0,0,0,No,15061787.3935547,16580.0526897707
77,111100,2,Granada Hills South NC,12,Granada Hills South NC,5,111100,2019,0,0,0,0,0,0,No,11401024.0009766,13562.1882246525
78,111201,2,Granada Hills South NC,12,Granada Hills South NC,5,111201,2019,4.119,0,4.119,5.577707,0,5.577707,No,20587430.6669922,25204.9734831791
79,111202,2,Granada Hills South NC,12,Granada Hills South NC,5,111202,2019,4.912,0,4.912,6.815858,0,6.815858,No,20090916.3476563,20760.0750664358
80,111204,2,Northridge West NC,12,Northridge West NC,5,111204,2019,0,0,0,0,0,0,No,35639007.8945313,25935.6288025769
81,111205,2,Northridge East NC,12,Northridge East NC,5,111205,2019,6.696,0,6.696,14.963816,0,14.963816,No,12474519.1005859,14716.8773544553
82,111206,2,Northridge East NC,12,Northridge East NC,5,111206,2019,3.388,0,3.388,3.345968,0,3.345968,No,28228370.1972656,24117.4458114643
83,111301,2,Granada Hills South NC,12,Granada Hills South NC,5,111301,2019,7.508,0,7.508,9.717097,0,9.717097,No,21540274.0751953,21396.4129865071
84,111302,2,Northridge East NC,12,Northridge East NC,5,111302,2019,3,0,3,5.004245,0,5.004245,No,16712770.2519531,17844.0533764301
85,111400,2,Granada Hills South NC,12,Granada Hills South NC,5,111400,2019,12.295,0,12.295,17.575038,0,17.575038,No,19503050.6845703,18135.1734926243
86,113101,2,Chatsworth NC,12,Chatsworth NC,5,113101,2019,0,0,0,0,0,0,No,24378404.5058594,21233.8090943668
87,113102,2,Chatsworth NC,12,Chatsworth NC,5,113102,2019,4.576,0,4.576,3.226253,0,3.226253,No,39541668.7666016,25013.9312793161
88,113211,2,Chatsworth NC,12,Chatsworth NC,5,113211,2019,1.425,0,1.425,0.506832,0,0.506832,No,78924836.2929688,37990.7791405066
89,113212,2,Chatsworth NC,12,Chatsworth NC,5,113212,2019,4.388,0,4.388,11.367789,0,11.367789,No,10761266.0996094,14138.7376959166
90,113213,2,Chatsworth NC,12,Chatsworth NC,5,113213,2019,8.964,0,8.964,17.848624,0,17.848624,No,14001071.6699219,16855.4493973325
91,113231,2,West Hills NC,12,West Hills NC,5,113231,2019,1.694,0,1.694,1.059819,0,1.059819,No,44582948.2363281,42873.9150945577
92,113232,2,West Hills NC,12,West Hills NC,5,113232,2019,9.66,0,9.66,12.111963,0,12.111963,No,22234365.9111328,23602.9203602626
93,113233,2,Canoga Park NC,3,Canoga Park NC,5,113233,2019,67.22,0,67.22,152.204157,0,152.204157,No,12312317.5703125,16704.8293817395
94,113234,2,Canoga Park NC,3,Canoga Park NC,3,113234,2019,16.672,0,16.672,42.215453,0,42.215453,No,11010542.8818359,16791.1378231551
95,113235,2,Chatsworth NC,3,Chatsworth NC,5,113235,2019,0,0,0,0,0,0,Yes,15266439.7119141,28934.0261173308
96,113237,2,Chatsworth NC,12,Chatsworth NC,5,113237,2019,28.683,0,28.683,15.649961,0,15.649961,No,51088566.7451172,36473.3198796247
97,113301,2,Northridge West NC,12,Northridge West NC,5,113301,2019,13.715,0,13.715,15.652206,0,15.652206,No,24427624.7519531,22679.8813828535
98,113303,2,Chatsworth NC,12,Chatsworth NC,5,113303,2019,24.315,0,24.315,15.433121,0,15.433121,No,43922207.5058594,31052.5486715838
99,113321,2,Chatsworth NC,12,Chatsworth NC,5,113321,2019,2,0,2,4.941432,0,4.941432,No,11283843.9306641,13666.1111799898
100,113322,2,Chatsworth NC,12,Chatsworth NC,5,113322,2019,0,0,0,0,0,0,No,19228163.7421875,20121.202806994
101,113401,2,Northridge South NC,12,Northridge South NC,3,113401,2019,23.775,0,23.775,25.116686,0,25.116686,No,26388865.8105469,20702.9183452753
102,113421,2,Winnetka NC,3,Winnetka NC,3,113421,2019,42.316,0,42.316,49.701129,0,49.701129,No,23735630.3173828,21648.3264935462
103,113422,2,Winnetka NC,3,Winnetka NC,3,113422,2019,8.504,0,8.504,14.399264,0,14.399264,No,16464796.7744141,18198.9112278383
104,115101,2,Northridge East NC,12,Northridge East NC,3,115101,2019,2.523,0,2.523,1.683255,0,1.683255,No,41786510.7558594,26402.0680907312
105,115103,2,Northridge East NC,12,Northridge East NC,5,115103,2019,6.423,0,6.423,10.933223,0,10.933223,No,16378029.7070313,22291.8180816925
106,115104,2,Northridge East NC,12,Northridge East NC,3,115104,2019,1.576,0,1.576,4.001369,0,4.001369,No,10980612.9941406,20303.2678482965
107,115201,2,Northridge East NC,12,Northridge East NC,3,115201,2019,1.694,0,1.694,3.196903,0,3.196903,No,14772246.1269531,18196.7551355824
108,115202,2,Northridge South NC,12,Northridge South NC,3,115202,2019,9.896,0,9.896,14.719819,0,14.719819,No,18742198.5878906,18834.9341237609
109,115301,2,Northridge West NC,12,Northridge West NC,3,115301,2019,8.659,0,8.659,13.665622,0,13.665622,No,17665156.9863281,21879.1638632179
110,115302,2,Northridge South NC,12,Northridge South NC,3,115302,2019,2,0,2,6.183164,0,6.183164,No,9017307.38769531,12561.7024732306
111,115401,2,Northridge South NC,12,Northridge South NC,3,115401,2019,0,0,0,0,0,0,No,20504740.6904297,20433.2578487626
112,115403,2,Northridge South NC,12,Northridge South NC,3,115403,2019,4.912,0,4.912,18.078937,0,18.078937,No,7574546.2734375,11112.7297350538
113,115404,2,Northridge South NC,12,Northridge South NC,3,115404,2019,12.897,0,12.897,35.041833,0,35.041833,No,10260546.6796875,13011.8648293169
114,117101,2,North Hills East NC,7,North Hills East NC,3,117101,2019,0,0,0,0,0,0,No,8389736.74609375,11700.9531377149
115,117102,2,North Hills East NC,7,North Hills East NC,3,117102,2019,5.082,0,5.082,12.672313,0,12.672313,No,11179900.6005859,13728.0045273289
116,117201,2,North Hills West NC,7,North Hills West NC,3,117201,2019,11.507,0,11.507,37.740212,0,37.740212,No,8500391.15527344,13681.9222613535
117,117202,2,North Hills West NC,12,North Hills West NC,3,117202,2019,11.311,0,11.311,16.135088,0,16.135088,No,19543237.7939453,18088.7639334621
118,117301,2,North Hills West NC,12,North Hills West NC,3,117301,2019,0,0,0,0,0,0,No,14335043.4707031,16182.7392200492
119,117302,2,Northridge East NC,12,Northridge East NC,3,117302,2019,0,0,0,0,0,0,No,22084002.7607422,26192.6732199183
120,117303,2,North Hills West NC,12,North Hills West NC,3,117303,2019,5.584,0,5.584,8.032741,0,8.032741,No,19379844.6259766,18107.3995855897
121,117404,2,North Hills West NC,12,North Hills West NC,3,117404,2019,22.796,0,22.796,33.441111,0,33.441111,No,19003745.6337891,17700.7861789496
122,117405,2,North Hills East NC,7,North Hills East NC,3,117405,2019,0,0,0,0,0,0,No,2172026.96191406,5942.75308442329
123,117407,2,North Hills East NC,6,North Hills East NC,3,117407,2019,5.774,0,5.774,75.406745,0,75.406745,No,2134656.03613281,5893.94954349235
124,117408,2,North Hills East NC,6,North Hills East NC,3,117408,2019,3.576,0,3.576,24.601019,0,24.601019,No,4052705.22070313,8247.55003753536
125,117510,2,North Hills East NC,7,North Hills East NC,3,117510,2019,0,0,0,0,0,0,No,3606869.19335938,8181.36878749829
126,117520,2,North Hills East NC,6,North Hills East NC,3,117520,2019,32.182,24,56.182,255.913436,190.84962,446.763055,No,3505745.25878906,7771.7496714899
127,117530,2,North Hills East NC,6,North Hills East NC,3,117530,2019,17.625,0,17.625,81.978773,0,81.978773,No,5993473.60839844,9949.7780917273
128,119001,2,Arleta NC,6,Arleta NC,3,119001,2019,22.505,0,22.505,54.650497,0,54.650497,No,11479836.2324219,13913.0596144
129,119002,2,Arleta NC,6,Arleta NC,3,119002,2019,12.951,0,12.951,19.804085,0,19.804085,No,18231748.7753906,21534.1134829478
130,119201,2,Arleta NC,6,Arleta NC,3,119201,2019,12.523,0,12.523,34.06641,0,34.06641,No,10248353.6484375,12948.264489481
131,119202,2,Arleta NC,6,Arleta NC,3,119202,2019,16.296,0,16.296,43.560926,0,43.560926,No,10429342.3828125,16847.761011196
132,119310,2,Panorama City NC,6,Panorama City NC,3,119310,2019,3.388,0,3.388,20.461562,0,20.461562,No,4615820.86914063,10046.1956336481
133,119320,2,Panorama City NC,6,Panorama City NC,3,119320,2019,1,0,1,5.215636,0,5.215636,No,5345283.96679688,9352.22924687696
134,119340,2,Panorama City NC,6,Panorama City NC,3,119340,2019,0,0,0,0,0,0,No,1314650.43847656,4632.3228194266
135,119341,2,Panorama City NC,6,Panorama City NC,3,119341,2019,0,0,0,0,0,0,No,3512742.83886719,8359.13733866905
136,119342,2,Panorama City NC,6,Panorama City NC,3,119342,2019,0,0,0,0,0,0,No,2357930.45410156,6104.44391163772
137,119400,2,Arleta NC,6,Arleta NC,3,119400,2019,10.535,0,10.535,24.330084,0,24.330084,No,12071102.4658203,14163.5851090999
138,119700,2,Arleta NC,6,Arleta NC,3,119700,2019,27.329,0,27.329,54.021789,0,54.021789,No,14103172.4355469,20314.0717691943
139,119800,2,Arleta NC,6,Arleta NC,3,119800,2019,11.437,0,11.437,23.850421,0,23.850421,No,13368952.2080078,14937.6904496473
140,119900,2,Panorama City NC,6,Panorama City NC,3,119900,2019,4.57,0,4.57,11.249694,0,11.249694,No,11325178.9394531,14653.3430739683
141,120010,2,Panorama City NC,6,Panorama City NC,3,120010,2019,37.175,0,37.175,170.242932,0,170.242932,No,6087531.83984375,10236.0134688058
142,120020,2,Panorama City NC,6,Panorama City NC,3,120020,2019,9.036,0,9.036,42.391421,0,42.391421,No,5942762.73144531,16255.7034201859
143,120030,2,Panorama City NC,6,Panorama City NC,3,120030,2019,9.606,0,9.606,69.380299,0,69.380299,No,3859709.41992188,7918.72163668106
144,120103,2,Panorama City NC,6,Panorama City NC,3,120103,2019,1,0,1,18.70297,0,18.70297,No,1490826.09082031,5635.9890269597
145,120104,2,Panorama City NC,6,Panorama City NC,3,120104,2019,32.505,0,32.505,185.494095,0,185.494095,No,4884851.95214844,10176.5972464897
146,120105,2,Panorama City NC,6,Panorama City NC,3,120105,2019,4.741,0,4.741,22.291312,0,22.291312,No,5929017.27929688,15758.626164359
147,120106,2,Panorama City NC,6,Panorama City NC,3,120106,2019,9.35,0,9.35,117.398986,0,117.398986,No,2220498.92480469,6072.57805513348
148,120107,2,Panorama City NC,6,Panorama City NC,3,120107,2019,13.019,0,13.019,162.685304,0,162.685304,No,2231185.09570313,6075.84910462208
149,120108,2,Panorama City NC,6,Panorama City NC,3,120108,2019,3,0,3,20.082344,0,20.082344,No,4164522.15429688,8449.91019718494
150,120300,2,Panorama City NC,6,Panorama City NC,3,120300,2019,44.8,0,44.8,67.517417,0,67.517417,No,18497878.7900391,18530.9679408044
151,120400,2,Panorama City NC,6,Panorama City NC,3,120400,2019,54.331,0,54.331,132.03461,0,132.03461,No,11471721.3447266,17339.6313534147
152,121010,2,Sun Valley Area NC,6,Sun Valley Area NC,3,121010,2019,27.394,0,27.394,34.967232,0,34.967232,No,21840120.8076172,19504.5570139826
153,121020,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,121020,2019,2,0,2,6.282111,0,6.282111,No,8875562.89941406,13130.0109258979
154,121101,2,Sun Valley Area NC,6,Sun Valley Area NC,5,121101,2019,8.606,0,8.606,47.200096,0,47.200096,No,5082894.03613281,10732.1795483199
155,121102,2,Sun Valley Area NC,6,Sun Valley Area NC,3,121102,2019,164.08,0,164.08,56.363243,0,56.363243,No,81157193.0195313,37636.1460470824
156,121210,2,Sun Valley Area NC,6,Sun Valley Area NC,3,121210,2019,45.341,0,45.341,57.711421,0,57.711421,No,21902784.1552734,18432.6161625984
157,121221,2,Sun Valley Area NC,6,Sun Valley Area NC,3,121221,2019,22.385,0,22.385,115.458302,0,115.458302,No,5404889.26757813,11008.5646346835
158,121222,2,Sun Valley Area NC,6,Sun Valley Area NC,3,121222,2019,76.056,0,76.056,147.115049,0,147.115049,No,14412684.5966797,18256.0436852925
159,121600,2,North Hollywood West NC,2,North Hollywood West NC,3,121600,2019,31.894,0,31.894,72.511356,0,72.511356,No,12261914.8037109,16346.0171097201
160,121801,2,North Hollywood Northeast NC,6,North Hollywood Northeast NC,3,121801,2019,7.743,0,7.743,41.293449,0,41.293449,No,5227609.54199219,10560.6090380287
161,121802,2,North Hollywood Northeast NC,6,North Hollywood Northeast NC,3,121802,2019,46.337,206,252.34,126.293374,561.461361,687.762912,No,10229178.6113281,14898.9401232318
162,121900,2,Sun Valley Area NC,6,Sun Valley Area NC,3,121900,2019,47.107,202,249.11,72.374112,310.348159,382.72688,No,18145494.8652344,20084.5480807114
163,122000,2,North Hollywood West NC,2,North Hollywood West NC,3,122000,2019,62.206,0,62.206,49.249332,0,49.249332,No,35213108.921875,30508.2110943652
164,122120,2,Sun Valley Area NC,6,Sun Valley Area NC,3,122120,2019,0,0,0,0,0,0,No,7747588.73828125,13366.3384063823
165,122121,2,Sun Valley Area NC,2,Sun Valley Area NC,3,122121,2019,4.794,0,4.794,30.141882,0,30.141882,No,4433752.59472656,12008.4771611407
166,122122,2,Sun Valley Area NC,6,Sun Valley Area NC,3,122122,2019,72.578,4,76.578,182.079491,10.034969,192.11446,No,11112079.7910156,15331.3276788308
167,122200,2,Sun Valley Area NC,2,Sun Valley Area NC,5,122200,2019,55.6,0,55.6,84.519802,0,84.519802,No,18341261.7011719,19443.0438127276
168,122410,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,122410,2019,43.874,0,43.874,160.736443,0,160.736443,No,7609689.50878906,11117.5736669341
169,122420,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,122420,2019,31.91,0,31.91,95.804235,0,95.804235,No,9285581.83007813,12386.9563542778
170,123010,2,Sun Valley Area NC,2,Sun Valley Area NC,3,123010,2019,68.248,0,68.248,174.015436,0,174.015436,No,10933812.9941406,13636.3714179135
171,123020,2,Sun Valley Area NC,2,Sun Valley Area NC,3,123020,2019,39.669,0,39.669,181.647966,0,181.647966,No,6088455.3046875,9873.26811325007
172,123103,2,Mid-Town North Hollywood NC,2,Mid-Town North Hollywood NC,3,123103,2019,42.539,0,42.539,122.089265,0,122.089265,No,9739646.56445313,13447.7764608485
173,123104,2,Mid-Town North Hollywood NC,2,Mid-Town North Hollywood NC,3,123104,2019,3.388,0,3.388,11.226141,0,11.226141,No,8424606.33886719,11558.3792882045
174,123203,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,123203,2019,24.984,0,24.984,110.128382,0,110.128382,No,6324583.32519531,12756.1482158556
175,123204,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,123204,2019,5.002,0,5.002,39.961853,0,39.961853,No,3489458.28320313,7925.68284365601
176,123205,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,123205,2019,17.042,0,17.042,58.254278,0,58.254278,No,8155325.484375,11532.4234836532
177,123206,2,Mid-Town North Hollywood NC,2,Mid-Town North Hollywood NC,3,123206,2019,38.167,6,44.167,163.984767,25.779039,189.763806,No,6488703.2109375,10269.7088632993
178,123301,2,North Hollywood Northeast NC,2,North Hollywood Northeast NC,3,123301,2019,27.23,0,27.23,54.103304,0,54.103304,No,14031067.0673828,17683.0954524034
179,123303,2,North Hollywood West NC,2,North Hollywood West NC,3,123303,2019,23.303,0,23.303,95.291747,0,95.291747,No,6817408.27734375,13030.2137267095
180,123304,2,North Hollywood West NC,2,North Hollywood West NC,3,123304,2019,75.438,0,75.438,222.272113,0,222.272113,No,9461780.89746094,13422.9331582758
181,123410,2,North Hollywood West NC,2,North Hollywood West NC,3,123410,2019,6.047,0,6.047,31.507061,0,31.507061,No,5350746.85839844,9501.63657280025
182,123420,2,Greater Valley Glen NC,2,Greater Valley Glen NC,3,123420,2019,48.281,0,48.281,158.956965,0,158.956965,No,8467552.67480469,14726.5927426387
183,123510,2,Greater Valley Glen NC,2,Greater Valley Glen NC,3,123510,2019,6.912,0,6.912,22.421916,0,22.421916,No,8593544.44628906,12270.2215034963
