OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
370,183610,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183610,2019,8.83,0,8.83,60.400827,0,60.400827,No,4075486.56347656,9804.33915611425
371,183620,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183620,2019,21.635,0,21.635,108.289022,0,108.289022,No,5569759.37695313,9445.41375177465
372,183701,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183701,2019,11.908,0,11.908,55.989669,0,55.989669,No,5929174.53808594,12533.2271524391
373,183702,4,Arroyo Seco NC,14,Arroyo Seco NC,1,183702,2019,8.065,0,8.065,23.418168,0,23.418168,No,9605662.72363281,17113.9262398311
374,183810,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183810,2019,28.089,0,28.089,159.919034,0,159.919034,No,4896555.88183594,10289.7300449853
375,183820,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183820,2019,5.086,0,5.086,42.676688,0,42.676688,No,3322644.83105469,10490.4503564134
376,185100,4,Arroyo Seco NC,1,Arroyo Seco NC,1,185100,2019,25.662,0,25.662,29.176907,0,29.176907,No,24514089.7783203,43125.9243540808
377,185202,4,Arroyo Seco NC,1,Arroyo Seco NC,1,185202,2019,13.377,0,13.377,28.735264,0,28.735264,No,12978010.1318359,17415.9380255666
378,185203,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185203,2019,9.788,0,9.788,46.261511,0,46.261511,No,5898451.05566406,11950.9258411484
379,185204,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185204,2019,1.958,0,1.958,5.262086,0,5.262086,No,10373368.4443359,17364.3658731073
380,185310,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185310,2019,1.701,0,1.701,10.462731,0,10.462731,No,4532563.20703125,12163.9486802428
381,185320,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185320,2019,40.98,0,40.98,179.928028,0,179.928028,No,6349256.78808594,14205.5594013232
382,186100,4,Glassell Park NC,14,Glassell Park NC,1,186100,2019,11.233,0,11.233,21.594625,0,21.594625,No,14520259.5898438,21973.9644496058
383,186201,4,Eagle Rock NC,1,Eagle Rock NC,1,186201,2019,14.023,0,14.023,69.577649,0,69.577649,No,5618740.19433594,12105.6711366465
384,186202,4,Arroyo Seco NC,1,Arroyo Seco NC,1,186202,2019,5.915,0,5.915,37.526575,0,37.526575,No,4394245.84472656,11050.1328189024
385,186203,4,Arroyo Seco NC,1,Arroyo Seco NC,1,186203,2019,0,0,0,0,0,0,No,9070431.59667969,15861.9484805069
386,186301,4,Glassell Park NC,13,Glassell Park NC,1,186301,2019,2.758,0,2.758,6.147177,0,6.147177,No,12518613.9257813,17916.5638867218
387,186302,4,Glassell Park NC,1,Glassell Park NC,1,186302,2019,13.831,0,13.831,21.250904,0,21.250904,No,18144266.7890625,17919.6345860304
388,186401,4,Glassell Park NC,13,Glassell Park NC,1,186401,2019,44.432,0,44.432,119.750934,0,119.750934,No,10350059.9482422,17908.3086626997
389,186403,4,Glassell Park NC,1,Glassell Park NC,1,186403,2019,14.874,0,14.874,71.328813,0,71.328813,No,5813449.93066406,11994.6217430205
390,186404,4,Glassell Park NC,1,Glassell Park NC,1,186404,2019,12.735,0,12.735,82.225275,0,82.225275,No,4317730.1640625,8866.5441547668
391,187101,4,Atwater Village NC,13,Atwater Village NC,1,187101,2019,14.812,0,14.812,48.679692,0,48.679692,No,8464718.046875,12799.112019036
392,187102,4,Atwater Village NC,13,Atwater Village NC,1,187102,2019,29.3,0,29.3,34.534537,0,34.534537,No,23653037.0117188,38391.618774235
393,187200,4,Elysian Valley Riverside NC,13,Elysian Valley Riverside NC,1,187200,2019,58.686,0,58.686,159.684742,0,159.684742,No,10245523.1074219,15559.0849920731
394,187300,4,Silver Lake NC,13,Silver Lake NC,1,187300,2019,25.517,0,25.517,56.603261,0,56.603261,No,12567753.0507813,19581.703967584
395,188100,4,Atwater Village NC,13,Atwater Village NC,3,188100,2019,13.81,0,13.81,16.833302,0,16.833302,No,22872012.7919922,26011.9904156461
396,188201,4,Los Feliz NC,4,Los Feliz NC,3,188201,2019,6.83,0,6.83,22.785808,0,22.785808,No,8377100.33007813,17177.1539208336
397,188202,4,Los Feliz NC,4,Los Feliz NC,3,188202,2019,0,0,0,0,0,0,No,8166628.484375,11753.7393037398
398,188300,4,Atwater Village NC,13,Atwater Village NC,3,188300,2019,1.331,0,1.331,3.73556,0,3.73556,No,9936806.58886719,12690.6096792551
399,189101,4,Los Feliz NC,4,Los Feliz NC,3,189101,2019,34.995,0,34.995,229.331039,0,229.331039,No,4254046.54492188,8256.7543407525
400,189102,4,Los Feliz NC,4,Los Feliz NC,3,189102,2019,3,0,3,12.444652,0,12.444652,No,6720504.65136719,12014.2795777901
401,189201,4,Los Feliz NC,4,Los Feliz NC,3,189201,2019,9.104,0,9.104,72.397314,0,72.397314,No,3505584.84375,7951.01980005918
402,189202,4,Los Feliz NC,4,Los Feliz NC,3,189202,2019,1.701,0,1.701,4.26526,0,4.26526,No,11118084.2119141,17405.8538217114
403,189300,4,Hollywood United NC,4,Hollywood United NC,3,189300,2019,1.701,0,1.701,2.318835,0,2.318835,No,20450263.9755859,25806.985584987
404,189400,4,Hollywood United NC,4,Hollywood United NC,3,189400,2019,0,10,10,0,17.901834,17.901834,No,15572836.7294922,29225.6539519383
405,189500,4,Hollywood United NC,4,Hollywood United NC,3,189500,2019,12.649,0,12.649,55.322197,0,55.322197,No,6374093.86621094,13014.9536037524
406,189600,4,Hollywood United NC,4,Hollywood United NC,3,189600,2019,10.589,0,10.589,25.381801,0,25.381801,No,11630621.2402344,20285.5514129815
407,189701,4,Hollywood United NC,4,Hollywood United NC,3,189701,2019,5.618,0,5.618,3.348329,0,3.348329,No,46779050.0380859,39101.9335638513
408,189702,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189702,2019,6,0,6,10.637671,0,10.637671,No,15724292.3564453,23161.3749768831
409,189800,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189800,2019,27.76,0,27.76,98.527873,0,98.527873,No,7789145.78417969,12626.1735373079
410,189902,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189902,2019,28.55,0,28.55,202.578947,0,202.578947,No,3816676.21386719,8527.69387806289
411,189903,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189903,2019,0,0,0,0,0,0,No,903749.338867188,4148.80905116424
412,189904,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189904,2019,12.148,0,12.148,197.141025,0,197.141025,No,1717751.45996094,5281.86021667095
413,189905,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189905,2019,23.696,0,23.696,237.547182,0,237.547182,No,2781070.22265625,6976.98600611349
414,190100,4,Central Hollywood NC,13,Central Hollywood NC,3,190100,2019,77.429,0,77.429,333.905291,0,333.905291,No,6459070.26269531,11003.6674893008
415,190201,4,Hollywood Hills West NC,13,Hollywood Hills West NC,3,190201,2019,25.6,0,25.6,292.276731,0,292.276731,No,2441766.2734375,6952.07120982748
416,190202,4,Hollywood Hills West NC,13,Hollywood Hills West NC,3,190202,2019,36.294,0,36.294,444.732971,0,444.732971,No,2275099.42871094,6643.23962955485
417,190301,4,Hollywood United NC,13,Hollywood United NC,3,190301,2019,82.118,22,104.12,527.231677,141.24914,668.493658,No,4342221.79492188,12083.4525670607
418,190401,4,Los Feliz NC,13,Los Feliz NC,3,190401,2019,0,0,0,0,0,0,No,1796696.28710938,5352.3755018409
419,190402,4,Los Feliz NC,13,Los Feliz NC,3,190402,2019,13.044,0,13.044,214.99106,0,214.99106,No,1691385.94140625,5221.44400564839
420,190510,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,190510,2019,24.909,0,24.909,202.630958,0,202.630958,No,3427070.22460938,7981.34928085668
421,190520,4,East Hollywood NC,13,East Hollywood NC,3,190520,2019,5.746,0,5.746,61.003758,0,61.003758,No,2625864.75683594,6612.12800165573
422,190700,4,Central Hollywood NC,13,Central Hollywood NC,3,190700,2019,102.15,47,149.15,411.78662,189.466188,601.252809,No,6915457.9140625,12502.5807284539
423,190801,4,Central Hollywood NC,13,Central Hollywood NC,3,190801,2019,61.114,29,90.114,488.259375,231.690315,719.94969,No,3489689.36132813,7925.64258258623
424,190802,4,Central Hollywood NC,13,Central Hollywood NC,3,190802,2019,67.359,0,67.359,358.416063,0,358.416063,No,5239336.54199219,9249.25641425678
425,190901,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,190901,2019,53.955,87,140.96,285.081001,459.680236,744.787655,No,5276254.40429688,9290.93905741602
426,190902,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,190902,2019,21.056,0,21.056,111.985775,0,111.985775,No,5241901.68945313,9257.28740737941
427,191000,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,191000,2019,294.37,67,361.37,1175.309519,267.505988,1442.815508,No,6982207.984375,11184.0209635823
428,191110,4,East Hollywood NC,13,East Hollywood NC,3,191110,2019,51.615,0,51.615,490.139941,0,490.139941,No,2935701.86425781,7507.17308830913
429,191120,4,East Hollywood NC,13,East Hollywood NC,3,191120,2019,24.681,0,24.681,168.375489,0,168.375489,No,4086566.80664063,8372.70028756933
430,191201,4,East Hollywood NC,13,East Hollywood NC,3,191201,2019,28.161,0,28.161,127.452594,0,127.452594,No,6159841.25585938,9951.98204661546
431,191203,4,East Hollywood NC,13,East Hollywood NC,3,191203,2019,14.173,0,14.173,178.885837,0,178.885837,No,2208775.64257813,5985.35748117443
432,191204,4,East Hollywood NC,13,East Hollywood NC,3,191204,2019,24.127,0,24.127,310.763613,0,310.763613,No,2164329.296875,5918.73980465281
433,191301,4,East Hollywood NC,13,East Hollywood NC,3,191301,2019,30.485,0,30.485,288.655938,0,288.655938,No,2944385.70019531,8542.9054949786
434,191302,4,East Hollywood NC,13,East Hollywood NC,3,191302,2019,21.43,0,21.43,131.377468,0,131.377468,No,4547205.1953125,9355.64743255598
435,191410,4,East Hollywood NC,13,East Hollywood NC,3,191410,2019,24.109,0,24.109,200.534191,0,200.534191,No,3351631.83398438,7438.62052800592
436,191420,4,East Hollywood NC,13,East Hollywood NC,2,191420,2019,38.903,0,38.903,443.529652,0,443.529652,No,2445137.07421875,6614.8370581919
437,191500,4,East Hollywood NC,13,East Hollywood NC,3,191500,2019,27.951,0,27.951,112.872054,0,112.872054,No,6903597.44140625,10328.4092759633
438,191610,4,Hollywood Studio District NC,13,Hollywood Studio District NC,2,191610,2019,11.411,0,11.411,70.776404,0,70.776404,No,4494790.78613281,9411.35989719015
439,191620,4,East Hollywood NC,13,East Hollywood NC,3,191620,2019,14.277,0,14.277,161.340461,0,161.340461,No,2466837.97070313,7019.72868717505
440,191710,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,191710,2019,3.427,0,3.427,12.525751,0,12.525751,No,7627680.45800781,13208.5333028967
441,191720,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,191720,2019,26.25,0,26.25,257.213844,0,257.213844,No,2844958.78222656,6946.01632459988
442,191810,4,Central Hollywood NC,13,Central Hollywood NC,3,191810,2019,41.05,0,41.05,263.010979,0,263.010979,No,4350928.26367188,9234.63250786942
443,191820,4,Central Hollywood NC,13,Central Hollywood NC,3,191820,2019,53.247,0,53.247,340.746027,0,340.746027,No,4356658.10546875,9240.46351452271
444,191901,4,Central Hollywood NC,4,Central Hollywood NC,3,191901,2019,139.76,14,153.76,468.187449,46.899143,515.086592,No,8329484.734375,11882.4932735
445,191902,4,Greater Wilshire NC,5,Greater Wilshire NC,3,191902,2019,20.738,0,20.738,73.953367,0,73.953367,No,7817268.25390625,11569.2410819526
446,192001,4,Mid-City West NC,5,Mid-City West NC,3,192001,2019,10.574,0,10.574,51.598042,0,51.598042,No,5713208.39257813,11592.5816936598
447,192002,4,Mid-City West NC,5,Mid-City West NC,3,192002,2019,22.764,0,22.764,68.691555,0,68.691555,No,9251764.54003906,12822.6484537923
448,192300,4,Greater Wilshire NC,4,Greater Wilshire NC,3,192300,2019,1,0,1,2.94492,0,2.94492,No,9466193.65722656,12501.9961875775
449,192410,4,Greater Wilshire NC,4,Greater Wilshire NC,3,192410,2019,0,0,0,0,0,0,No,7361715.70117188,10854.148461533
450,192420,4,Greater Wilshire NC,4,Greater Wilshire NC,2,192420,2019,2.873,0,2.873,22.902635,0,22.902635,No,3497297.39257813,7935.6582985398
451,192510,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,192510,2019,30.583,0,30.583,232.461257,0,232.461257,No,3667229.84960938,8117.53845069497
452,192520,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,192520,2019,5.032,0,5.032,42.3421,0,42.3421,No,3313396.74121094,7806.26747065616
453,192610,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,192610,2019,25.184,0,25.184,157.021172,0,157.021172,No,4471413.83496094,9148.64062108612
454,192620,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,192620,2019,10.489,0,10.489,111.541236,0,111.541236,No,2621632.46289063,7269.40479846273
455,192700,4,East Hollywood NC,13,East Hollywood NC,2,192700,2019,151.1,40,191.1,736.73187,195.0316,931.76347,No,5717673.35058594,9614.16030494687
456,194101,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,194101,2019,0,0,0,0,0,0,No,27368943.3642578,33899.467705097
457,194102,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,194102,2019,0,0,0,0,0,0,No,37710360.4785156,38288.3290575264
458,194200,4,Bel Air-Beverly Crest NC,4,Bel Air-Beverly Crest NC,3,194200,2019,0,0,0,0,0,0,No,28017916.9619141,29549.76980602
459,194300,4,Bel Air-Beverly Crest NC,4,Bel Air-Beverly Crest NC,3,194300,2019,0,0,0,0,0,0,No,26614768.2626953,35185.2551008425
460,194401,4,Mid-City West NC,5,Mid-City West NC,3,194401,2019,11.746,0,11.746,65.318685,0,65.318685,No,4990697.3671875,9751.35896746957
461,194402,4,Mid-City West NC,5,Mid-City West NC,3,194402,2019,8.746,0,8.746,38.448447,0,38.448447,No,6352948.48632813,14453.2600920565
462,194500,4,Mid-City West NC,5,Mid-City West NC,3,194500,2019,30.802,0,30.802,116.406973,0,116.406973,No,7327624.00488281,14883.2846903899
463,195100,4,Silver Lake NC,4,Silver Lake NC,1,195100,2019,2.427,0,2.427,3.316446,0,3.316446,No,20401999.5380859,21889.7914044457
464,195201,4,Los Feliz NC,4,Los Feliz NC,3,195201,2019,0,0,0,0,0,0,No,6467004.46777344,13794.4917615615
465,195202,4,Los Feliz NC,4,Los Feliz NC,3,195202,2019,0,0,0,0,0,0,No,9450168.69238281,14520.3896411444
466,195300,4,Los Feliz NC,4,Los Feliz NC,3,195300,2019,29.887,0,29.887,133.383168,0,133.383168,No,6246678.5,11071.4414141392
467,195400,4,Silver Lake NC,13,Silver Lake NC,1,195400,2019,6.204,0,6.204,15.596358,0,15.596358,No,11089672.0908203,17052.9903365759
468,195500,4,Silver Lake NC,13,Silver Lake NC,1,195500,2019,19.549,0,19.549,41.666023,0,41.666023,No,13080109.3525391,19981.8487075597
469,195600,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,195600,2019,42.803,43,85.803,210.131582,211.098708,421.23029,No,5678772.70898438,11167.7351074052
470,195710,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,195710,2019,93.286,0,93.286,499.815341,0,499.815341,No,5202998.39550781,9761.61110473736
471,195720,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,195720,2019,43.247,0,43.247,388.195488,0,388.195488,No,3105993.93457031,8346.426217689
472,195802,4,Rampart Village NC,13,Rampart Village NC,1,195802,2019,74.101,0,74.101,476.812314,0,476.812314,No,4332561.93066406,9936.21577221666
473,195803,4,Silver Lake NC,13,Silver Lake NC,1,195803,2019,5.36,0,5.36,36.785473,0,36.785473,No,4062312.12402344,9007.14958983342
474,195804,4,Silver Lake NC,13,Silver Lake NC,1,195804,2019,30.06,0,30.06,231.814998,0,231.814998,No,3615117.60351563,7708.14212694236
475,195901,4,Silver Lake NC,13,Silver Lake NC,1,195901,2019,1,0,1,8.9042,0,8.9042,No,3131034.73730469,8190.19435419329
476,195902,4,Silver Lake NC,13,Silver Lake NC,1,195902,2019,0,0,0,0,0,0,No,3742141.99511719,8216.30851915882
477,195903,4,Silver Lake NC,13,Silver Lake NC,1,195903,2019,16.078,0,16.078,174.907236,0,174.907236,No,2562482.25585938,6738.83131067046
478,197200,4,Elysian Valley Riverside NC,13,Elysian Valley Riverside NC,1,197200,2019,3.855,0,3.855,12.808023,0,12.808023,No,8390925.66113281,14854.667700291
479,197300,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,197300,2019,1,0,1,3.958809,0,3.958809,No,7041885.49511719,15215.391290643
480,197410,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,197410,2019,10.616,0,10.616,19.726975,0,19.726975,No,15002004.8847656,18531.8303675512
481,197420,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,197420,2019,12.137,0,12.137,51.066336,0,51.066336,No,6625670.41796875,11619.5412117305
482,197500,4,Greater Echo Park Elysian NC,1,Greater Echo Park Elysian NC,1,197500,2019,108.05,21,129.05,436.946628,84.922528,521.869156,No,6893815.95703125,10416.0583212568
483,197600,4,Greater Echo Park Elysian NC,1,Greater Echo Park Elysian NC,1,197600,2019,53.598,0,53.598,357.508802,0,357.508802,No,4179683.21679688,10403.7896266408
484,197700,4,Historic Cultural NC,1,Historic Cultural NC,1,197700,2019,11.15,0,11.15,41.151248,0,41.151248,No,7553440.66210938,13926.817150328
485,199000,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199000,2019,141.57,0,141.57,234.951836,0,234.951836,No,16798016.359375,19033.2423397764
486,199110,4,LA-32 NC,14,LA-32 NC,1,199110,2019,1.958,0,1.958,5.621647,0,5.621647,No,9709532.63867188,14261.754026812
487,199120,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199120,2019,26.42,0,26.42,71.14167,0,71.14167,No,10353684.4824219,16463.707820971
488,199201,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199201,2019,26.42,0,26.42,173.153471,0,173.153471,No,4253814.25097656,8935.41075808118
489,199202,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199202,2019,5.258,0,5.258,14.27351,0,14.27351,No,10269767.8125,18296.1903757614
490,199300,4,Arroyo Seco NC,1,Arroyo Seco NC,1,199300,2019,21.016,0,21.016,21.004139,0,21.004139,No,27893449.5644531,31643.2213639404
491,199400,4,Arroyo Seco NC,1,Arroyo Seco NC,1,199400,2019,25.291,0,25.291,93.966668,0,93.966668,No,7504017.07519531,16928.1620270871
492,199700,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199700,2019,33.892,0,33.892,90.441745,0,90.441745,No,10447337.3662109,13865.2559604
493,199800,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199800,2019,27.229,0,27.229,108.288348,0,108.288348,No,7009790.734375,10760.7202891972
494,199900,4,Lincoln Heights NC,1,Lincoln Heights NC,1,199900,2019,28.44,0,28.44,166.2707,0,166.2707,No,4768647.65039063,10157.7705742349
495,201110,4,LA-32 NC,14,LA-32 NC,1,201110,2019,3.402,0,3.402,8.690786,0,8.690786,No,10910283.3564453,16187.7359837909
496,201120,4,LA-32 NC,14,LA-32 NC,1,201120,2019,6.746,0,6.746,22.101001,0,22.101001,No,8525411.26953125,13818.8644840552
497,201200,4,LA-32 NC,14,LA-32 NC,1,201200,2019,6.129,0,6.129,36.021777,0,36.021777,No,4743310.06738281,10443.8613218703
498,201301,4,LA-32 NC,14,LA-32 NC,1,201301,2019,21.576,0,21.576,64.028558,0,64.028558,No,9394867.15234375,20056.5407685999
499,201302,4,Arroyo Seco NC,14,Arroyo Seco NC,1,201302,2019,1.958,0,1.958,5.1137,0,5.1137,No,10674141.3505859,15000.1262957134
500,201401,4,LA-32 NC,14,LA-32 NC,1,201401,2019,0,0,0,0,0,0,No,14011871.1552734,15306.3185107558
501,201402,4,LA-32 NC,14,LA-32 NC,1,201402,2019,16.363,0,16.363,21.83179,0,21.83179,No,20894903.6386719,19010.2152217122
502,201501,4,LA-32 NC,14,LA-32 NC,1,201501,2019,6.385,0,6.385,18.653197,0,18.653197,No,9501935.40429688,14426.500560858
503,201503,4,LA-32 NC,14,LA-32 NC,1,201503,2019,4,0,4,23.580061,0,23.580061,No,4729088.86914063,9203.42271719859
504,201504,4,LA-32 NC,14,LA-32 NC,1,201504,2019,8.044,0,8.044,56.56236,0,56.56236,No,3964696.79589844,9633.04478617288
505,201601,4,LA-32 NC,14,LA-32 NC,1,201601,2019,3,0,3,14.378104,0,14.378104,No,5816935.86230469,11118.3176898909
506,201602,4,LA-32 NC,14,LA-32 NC,1,201602,2019,21.739,0,21.739,52.8303,0,52.8303,No,11480863.2148438,18952.4350779028
507,201700,4,California State University - Los Angeles,14,California State University - Los Angeles,1,201700,2019,36.239,0,36.239,55.382666,0,55.382666,No,18214689.2636719,21342.2906730884
508,203100,4,California State University - Los Angeles,14,California State University - Los Angeles,1,203100,2019,27.92,0,27.92,109.991338,0,109.991338,No,7076893.82128906,11836.100270565
509,203200,4,Boyle Heights NC,14,Boyle Heights NC,1,203200,2019,12.616,0,12.616,63.326951,0,63.326951,No,5555013.07226563,10216.4880354005
510,203300,4,Lincoln Heights NC,14,Lincoln Heights NC,1,203300,2019,37.516,23,60.516,65.133617,39.931581,105.065198,No,16057482.6875,15611.2746395942
511,203500,4,Boyle Heights NC,14,Boyle Heights NC,1,203500,2019,39.374,0,39.374,61.516829,0,61.516829,No,17843377.8818359,18794.4294518049
512,203600,4,Boyle Heights NC,14,Boyle Heights NC,1,203600,2019,14.575,26,40.575,68.213061,121.683677,189.896738,No,5956970.03125,10682.1443412628
513,203710,4,Boyle Heights NC,14,Boyle Heights NC,1,203710,2019,0,0,0,0,0,0,No,3036029.4140625,7623.73838354287
514,203720,4,Boyle Heights NC,14,Boyle Heights NC,1,203720,2019,2.427,0,2.427,19.579857,0,19.579857,No,3455722.83300781,7965.87149908667
515,203800,4,Boyle Heights NC,14,Boyle Heights NC,1,203800,2019,14.982,0,14.982,79.614365,0,79.614365,No,5271100.93164063,9438.9763385258
516,203900,4,Boyle Heights NC,14,Boyle Heights NC,1,203900,2019,32.484,0,32.484,187.438894,0,187.438894,No,4820940.97363281,12433.2941041646
517,204110,4,Boyle Heights NC,14,Boyle Heights NC,1,204110,2019,22.267,0,22.267,95.515986,0,95.515986,No,6498792.05761719,10204.5231670858
518,204120,4,Boyle Heights NC,14,Boyle Heights NC,1,204120,2019,0,0,0,0,0,0,No,2835265.76464844,6976.84898950807
519,204200,4,Boyle Heights NC,14,Boyle Heights NC,1,204200,2019,31,0,31,266.56834,0,266.56834,No,3242110.47558594,7623.72662641595
520,204300,4,Boyle Heights NC,14,Boyle Heights NC,1,204300,2019,5.873,0,5.873,23.638802,0,23.638802,No,6926368.140625,10888.3166679531
521,204410,4,Boyle Heights NC,14,Boyle Heights NC,1,204410,2019,18.286,0,18.286,159.53042,0,159.53042,No,3195466.30175781,7602.48652961506
522,204420,4,Boyle Heights NC,14,Boyle Heights NC,1,204420,2019,20.396,79,99.396,174.884773,677.382676,852.267449,No,3251145.04394531,7655.33638633207
523,204600,4,Boyle Heights NC,14,Boyle Heights NC,1,204600,2019,59.085,0,59.085,263.397032,0,263.397032,No,6253607.03222656,12237.1186662679
524,204700,4,Boyle Heights NC,14,Boyle Heights NC,1,204700,2019,23.764,0,23.764,60.874998,0,60.874998,No,10882975.4658203,13336.881407031
525,204810,4,Boyle Heights NC,14,Boyle Heights NC,1,204810,2019,10.173,0,10.173,34.237444,0,34.237444,No,8283182.60449219,12162.5691811914
526,204820,4,Boyle Heights NC,14,Boyle Heights NC,1,204820,2019,3.659,0,3.659,29.587968,0,29.587968,No,3447543.08496094,8347.07374834458
527,204910,4,Boyle Heights NC,14,Boyle Heights NC,1,204910,2019,26.825,0,26.825,134.03632,0,134.03632,No,5579628.06542969,9618.79899284414
528,204920,4,Boyle Heights NC,14,Boyle Heights NC,1,204920,2019,104.31,0,104.31,296.886953,0,296.886953,No,9792109.65136719,12793.6203691214
529,205110,4,Boyle Heights NC,14,Boyle Heights NC,1,205110,2019,5.104,0,5.104,46.066402,0,46.066402,No,3088696.66992188,9229.5476729624
530,205120,4,Boyle Heights NC,14,Boyle Heights NC,1,205120,2019,61.289,0,61.289,108.269517,0,108.269517,No,15812754.1425781,19926.4604056136
531,206010,4,Historic Cultural NC,1,Historic Cultural NC,1,206010,2019,66.41,0,66.41,119.556899,0,119.556899,No,15485057.3808594,21066.1036802432
532,206020,4,Historic Cultural NC,14,Historic Cultural NC,1,206020,2019,141.21,0,141.21,419.846076,0,419.846076,No,9376589.70800781,12030.4011168541
533,206031,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,206031,2019,258.32,0,258.32,141.369966,0,141.369966,No,50848200.6542969,36917.18270351
534,206032,4,Boyle Heights NC,14,Boyle Heights NC,1,206032,2019,96.768,74,170.77,254.956788,194.969435,449.931492,No,10580886.0615234,13670.7480049128
535,206050,4,Boyle Heights NC,14,Boyle Heights NC,1,206050,2019,206.29,0,206.29,307.146531,0,307.146531,No,18724354.7646484,25457.0227895223
536,206200,4,Skid Row,14,Skid Row,1,206200,2019,650.36,55,705.36,2910.524583,246.138834,3156.663416,No,6229491.22558594,12225.2360079321
537,206300,4,Skid Row,14,Skid Row,2,206300,2019,1271.7,1908,3179.7,5341.221001,8013.72153,13354.942532,No,6637611.46289063,13166.7073728842
538,207101,4,Historic Cultural NC,1,Historic Cultural NC,1,207101,2019,37.683,0,37.683,325.132187,0,325.132187,No,3230960.16113281,7719.5227520465
539,207102,4,Historic Cultural NC,1,Historic Cultural NC,1,207102,2019,196.97,39,235.97,1229.156719,243.372656,1472.529375,No,4467318.51757813,9909.94322946055
540,207103,4,Historic Cultural NC,1,Historic Cultural NC,1,207103,2019,6.104,0,6.104,48.775485,0,48.775485,No,3489083.84863281,9634.04972215196
541,207301,4,Skid Row,14,Skid Row,1,207301,2019,117.59,352,469.59,708.127771,2119.746367,2827.874137,No,4629700.53808594,12190.881684821
542,207302,4,Skid Row,14,Skid Row,1,207302,2019,76.373,0,76.373,772.195782,0,772.195782,No,2757221.22949219,8248.65375104159
543,207400,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207400,2019,183.7,0,183.7,547.248583,0,547.248583,No,9358287.17675781,15170.7281922415
544,207501,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207501,2019,23.197,0,23.197,447.273754,0,447.273754,No,1445817.203125,4896.71476007429
545,207502,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207502,2019,34.535,0,34.535,213.792971,0,213.792971,No,4503129.48632813,9156.11697166675
546,207710,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207710,2019,211.68,97,308.68,497.712102,228.071022,725.783123,No,11857049.5400391,17224.3554978148
547,207900,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207900,2019,99.456,0,99.456,285.236468,0,285.236468,No,9720207.55957031,12841.327521116
548,208000,4,Greater Echo Park Elysian NC,1,Greater Echo Park Elysian NC,1,208000,2019,53.742,0,53.742,143.324989,0,143.324989,No,10453499.1972656,14565.0095054506
549,208301,4,Westlake North NC,13,Westlake North NC,1,208301,2019,2.701,0,2.701,75.260647,0,75.260647,No,1000362.1328125,5182.93664567921
