FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length,OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID,OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
528,204700,4,1,14,48.876999999999995,0,48.876999999999995,1475844.671875,4912.48638161946,525,123700,2,3,2,173.745,0,173.745,953956.052856445,3997.5410411962,6b50c3a5-6207-4489-9500-b6b5fe471947,524,204700,4,Boyle Heights NC,14,Boyle Heights NC,1,204700,2019,23.764,0,23.764,60.874998,0.0,60.874998,No,10882975.4658203,13336.881407031002
529,204810,4,1,14,11.44,0,11.44,1123266.484375,4484.70013072325,526,123800,2,3,2,4.294,4,8.294,1307993.46124268,5315.438273434629,682d6ecf-9553-460b-b05f-c5034c66d9ab,525,204810,4,Boyle Heights NC,14,Boyle Heights NC,1,204810,2019,10.173,0,10.173,34.237444,0.0,34.237444,No,8283182.60449219,12162.569181191398
530,204820,4,1,14,9.797,0,9.797,467448.0546875,3071.57134970463,527,123901,2,3,2,71.054,0,71.054,1279210.3302002,4578.373263910471,7ca276af-58b6-4c52-b23e-73b2ec6cb22c,526,204820,4,Boyle Heights NC,14,Boyle Heights NC,1,204820,2019,3.659,0,3.659,29.587968,0.0,29.587968,No,3447543.08496094,8347.073748344581
531,204910,4,1,14,3.0,0,3.0,756509.5234375,3543.5527538917,528,124000,2,3,2,9.816,0,9.816,1337713.12310791,5084.69490794426,6643cb8b-9c09-4ad4-a67a-155a308c288b,527,204910,4,Boyle Heights NC,14,Boyle Heights NC,1,204910,2019,26.825,0,26.825,134.03632,0.0,134.03632,No,5579628.06542969,9618.79899284414
532,204920,4,1,14,32.919000000000004,0,32.919000000000004,1327870.41796875,4711.60715547999,529,124102,2,3,2,4.0,0,4.0,650275.295166016,3225.47910499607,ac0bf04c-3ab4-4fa9-baba-4c044e44fc15,528,204920,4,Boyle Heights NC,14,Boyle Heights NC,1,204920,2019,104.31,0,104.31,296.886953,0.0,296.886953,No,9792109.65136719,12793.6203691214
533,205110,4,1,14,5.591,0,5.591,418812.515625,3396.38887012757,530,124103,2,3,2,2.8310000000000004,0,2.8310000000000004,324471.093017578,2416.7062744388,26ed4686-ce41-45ab-9491-1a4b8e9cc5af,529,205110,4,Boyle Heights NC,14,Boyle Heights NC,1,205110,2019,5.104,0,5.104,46.066402000000004,0.0,46.066402000000004,No,3088696.66992188,9229.5476729624
534,205120,4,1,14,35.09,72,107.09,2139489.0078125,7388.570917708259,531,124105,2,3,2,34.31,0,34.31,325083.185546875,2418.87091930843,ff7cb6d9-6cb9-47da-bbf0-24ec9e1eb053,530,205120,4,Boyle Heights NC,14,Boyle Heights NC,1,205120,2019,61.288999999999994,0,61.288999999999994,108.269517,0.0,108.269517,No,15812754.1425781,19926.4604056136
535,206010,4,1,1,20.392,0,20.392,2101890.078125,7762.7270283668795,532,980008,2,3,6,44.894,0,44.894,3386458.10644531,10255.9191193881,c12fdc54-a7c5-4f4a-9afd-8c6aeb757c1f,531,206010,4,Historic Cultural NC,1,Historic Cultural NC,1,206010,2019,66.41,0,66.41,119.556899,0.0,119.556899,No,15485057.3808594,21066.1036802432
536,206020,4,1,14,22.479,0,22.479,1272359.69921875,4431.62698871589,533,980009,4,3,4,80.21300000000001,0,80.21300000000001,21342579.0756836,23744.3618835695,f1e69d0c-eece-4548-b01c-e4d93ebd4b69,532,206020,4,Historic Cultural NC,14,Historic Cultural NC,1,206020,2019,141.21,0,141.21,419.846076,0.0,419.846076,No,9376589.70800781,12030.401116854098
537,206031,4,1,14,139.374,0,139.374,6908250.23828125,13649.5299619126,534,980010,4,1,1,21.013,0,21.013,3906342.74255371,10546.0409161626,8188a73c-74b2-40ca-a16b-60596f3e38b3,533,206031,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,206031,2019,258.32,0,258.32,141.369966,0.0,141.369966,No,50848200.6542969,36917.18270351
538,206032,4,1,14,85.273,78,163.273,1435461.19140625,5036.88029930931,535,980014,8,4,15,129.224,0,129.224,6873255.85394287,20842.6375208557,64a2356e-148d-4e90-b47c-29955b867685,534,206032,4,Boyle Heights NC,14,Boyle Heights NC,1,206032,2019,96.76799999999999,74,170.77,254.956788,194.969435,449.931492,No,10580886.0615234,13670.7480049128
539,206050,4,1,14,41.411,0,41.411,2539210.1953125,9385.8057140338,536,980015,8,4,15,16.134,0,16.134,5521181.44274902,10526.8661329233,d1876762-4e72-416e-b688-5e9627e5a8d4,535,206050,4,Boyle Heights NC,14,Boyle Heights NC,1,206050,2019,206.29,0,206.29,307.146531,0.0,307.146531,No,18724354.764648397,25457.0227895223
540,206200,4,1,14,519.496,81,600.496,845099.84765625,4303.832682663739,537,980019,5,3,11,0.0,0,0.0,44302825.9387207,45021.9774860517,16b5d547-395b-4a96-998e-d6a30a1b0853,536,206200,4,Skid Row,14,Skid Row,1,206200,2019,650.36,55,705.36,2910.524583,246.13883399999997,3156.663416,No,6229491.22558594,12225.236007932099
541,206300,4,2,14,1211.0439999999999,2018,3229.0440000000003,900344.71875,4850.99054392041,538,980020,2,5,7,0.0,0,0.0,8546558.43029785,18425.307512023202,24664ac0-4e16-4aab-891d-8a1ae950fec2,537,206300,4,Skid Row,14,Skid Row,2,206300,2019,1271.7,1908,3179.7,5341.221001,8013.72153,13354.942532,No,6637611.46289063,13166.707372884199
542,207101,4,1,1,64.642,0,64.642,438488.2109375,2844.53946394088,539,980021,2,3,7,107.913,0,107.913,7000421.17651367,15227.3228474344,4ea942f2-7495-41fd-a562-ebf44a703129,538,207101,4,Historic Cultural NC,1,Historic Cultural NC,1,207101,2019,37.683,0,37.683,325.132187,0.0,325.132187,No,3230960.16113281,7719.5227520465005
543,207102,4,1,1,189.201,0,189.201,606241.1640625,3651.33769370255,540,128602,2,3,4,8.121,0,8.121,1136266.88818359,4431.767181883711,9cc5d374-d984-4eb3-8867-b35d27fb6fee,539,207102,4,Historic Cultural NC,1,Historic Cultural NC,1,207102,2019,196.97,39,235.97,1229.1567189999998,243.372656,1472.529375,No,4467318.51757813,9909.94322946055
544,207103,4,1,1,10.749,0,10.749,473499.15234375,3545.80612094409,541,128801,2,3,4,7.0329999999999995,0,7.0329999999999995,483180.55480957,2877.49647876562,21d0392c-48ad-4e5e-9aa3-11d419621b12,540,207103,4,Historic Cultural NC,1,Historic Cultural NC,1,207103,2019,6.104,0,6.104,48.775484999999996,0.0,48.775484999999996,No,3489083.84863281,9634.04972215196
545,207301,4,1,14,148.438,447,595.438,628028.7109375,4491.29792707163,542,128802,2,3,4,1.526,0,1.526,972886.284973145,4030.1860660315797,6e1cc4ee-6944-4c79-8e5d-12b958a15906,541,207301,4,Skid Row,14,Skid Row,1,207301,2019,117.59,352,469.59,708.127771,2119.746367,2827.8741370000002,No,4629700.53808594,12190.881684821
546,207302,4,1,14,59.553000000000004,0,59.553000000000004,374061.9375,3039.05776310878,543,128910,2,3,4,0.0,0,0.0,1335549.81677246,5290.50861399274,1983f949-6850-4041-a415-3078f03187ac,542,207302,4,Skid Row,14,Skid Row,1,207302,2019,76.373,0,76.373,772.195782,0.0,772.195782,No,2757221.22949219,8248.653751041591
547,207400,4,1,14,129.025,0,129.025,1269816.19921875,5588.7495768708895,544,131020,2,3,3,8.952,0,8.952,1434920.11199951,5347.19708531492,06935134-97fc-4f04-abbf-27411406f9f5,543,207400,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207400,2019,183.7,0,183.7,547.248583,0.0,547.248583,No,9358287.17675781,15170.728192241499
548,207501,4,1,14,18.926,0,18.926,196192.00390625,1803.1840312279899,545,131100,2,3,6,2.628,0,2.628,1096951.05657959,4315.57546709991,ba020f63-b5a7-4355-8841-4a5bad6d5c4a,544,207501,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207501,2019,23.197,0,23.197,447.273754,0.0,447.273754,No,1445817.203125,4896.714760074289
549,207502,4,1,14,54.845,0,54.845,611013.42578125,3371.7275182771505,546,131200,2,3,12,5.932,0,5.932,1130279.12762451,4417.5583352674,47e7eb88-a9fd-4f14-8fb5-aeb5ba531cb4,545,207502,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207502,2019,34.535,0,34.535,213.792971,0.0,213.792971,No,4503129.48632813,9156.11697166675
550,207710,4,1,14,100.845,52,152.845,1608517.69140625,6342.5772134509,547,131400,2,3,12,5.0680000000000005,0,5.0680000000000005,1108931.72186279,4364.54877783216,c0ab1267-3692-4203-af1b-2e66fe4f7088,546,207710,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207710,2019,211.68,97,308.68,497.71210199999996,228.07102200000003,725.783123,No,11857049.5400391,17224.3554978148
551,207900,4,1,14,81.41199999999999,0,81.41199999999999,1318513.69921875,4728.45907403205,548,131600,2,3,3,7.015,0,7.015,2187958.64892578,5912.030879850589,6a415219-5777-415f-a9e8-382a8fb17b9c,547,207900,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,207900,2019,99.456,0,99.456,285.236468,0.0,285.236468,No,9720207.55957031,12841.327521116002
552,208000,4,1,1,27.791999999999998,0,27.791999999999998,1418660.16796875,5247.21736814311,549,131702,2,3,3,5.28,0,5.28,720518.342956543,3405.5607835802502,612b3cd6-89e1-4062-9d0c-70eaf27f856a,548,208000,4,Greater Echo Park Elysian NC,1,Greater Echo Park Elysian NC,1,208000,2019,53.742,0,53.742,143.324989,0.0,143.324989,No,10453499.197265599,14565.0095054506
553,208301,4,1,13,2.8080000000000003,0,2.8080000000000003,135780.2890625,1910.0163561413501,550,131800,2,3,3,6.28,0,6.28,1318280.36804199,4854.29040586253,15e6969b-2409-4af8-b412-569b7ca7ba58,549,208301,4,Westlake North NC,13,Westlake North NC,1,208301,2019,2.701,0,2.701,75.26064699999999,0.0,75.26064699999999,No,1000362.1328125,5182.93664567921
554,208302,4,1,13,3.6860000000000004,96,99.686,642707.99609375,3632.52138339174,551,131900,2,3,6,3.662,0,3.662,1320304.7744751002,4861.03737245161,d12b8ee7-020c-441e-a5a9-97687fb9f9c6,550,208302,4,Westlake North NC,13,Westlake North NC,1,208302,2019,15.823,112,127.82,93.147471,659.326091,752.4559009999999,No,4735540.26074219,9852.67959266529
555,208401,4,1,13,5.629,0,5.629,335514.140625,2316.49213402361,552,132002,2,3,6,1.0,0,1.0,1602884.83050537,6420.291668194871,581d12c8-225f-4b04-bc22-3223e7ef4b46,551,208401,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208401,2019,8.693999999999999,0,8.693999999999999,98.041007,0.0,98.041007,No,2472209.23339844,6288.361946573161
556,208402,4,1,13,43.831,0,43.831,498470.61328125,3176.1895548031,553,132101,2,3,6,1.676,0,1.676,811879.063842773,3626.5567440749,70d71b2e-289a-4870-9952-1e03819da6c2,552,208402,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208402,2019,68.081,0,68.081,516.812066,0.0,516.812066,No,3672337.94726563,8621.478822408491
557,208501,4,1,13,27.754,0,27.754,355344.9921875,2416.6557741340603,554,132102,2,3,6,2.8310000000000004,0,2.8310000000000004,1364333.9887084998,5718.20904664995,eaa222ce-6ebf-4305-8bfb-b0e4dbae0a3b,553,208501,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208501,2019,42.949,0,42.949,457.363394,0.0,457.363394,No,2618121.59179688,6561.5077525405295
558,208502,4,1,13,19.107,0,19.107,381356.40234375,2497.2027680612,555,132501,2,3,3,3.4589999999999996,0,3.4589999999999996,706823.386779785,3361.02174579372,b16a28ad-9ebf-4406-82db-d2b34a92e1f3,554,208502,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208502,2019,8.447000000000001,0,8.447000000000001,83.809612,0.0,83.809612,No,2809642.265625,6778.766913296789
559,208610,4,1,13,21.805999999999997,0,21.805999999999997,511585.6328125,3048.65953258465,556,132502,2,3,3,14.222000000000001,0,14.222000000000001,630830.171813965,3316.09334440938,e0acfd02-e088-421c-8e6a-9d0cae9f1037,555,208610,4,Rampart Village NC,13,Rampart Village NC,1,208610,2019,19.974,97,116.97,147.751671,717.528391,865.250473,No,3768429.16308594,8269.2715277192
560,208620,4,1,13,8.818999999999999,0,8.818999999999999,473847.90625,3021.3472677880604,557,132700,2,3,3,16.599,0,16.599,1323254.78826904,4784.21359447874,e0af6bb9-a382-4ad7-9a6f-56d77ef4fa9f,556,208620,4,Rampart Village NC,13,Rampart Village NC,1,208620,2019,21.358,0,21.358,170.561901,0.0,170.561901,No,3490885.31347656,8197.27817010892
561,208710,4,2,1,9.362,0,9.362,248911.3671875,2082.16611636364,558,132900,2,3,5,8.846,0,8.846,1197856.77209473,5537.8991285660795,98e6dad1-610b-4b8a-918d-67bbf24cf7e0,557,208710,4,Rampart Village NC,1,Rampart Village NC,2,208710,2019,10.648,0,10.648,161.861536,0.0,161.861536,No,1834309.70410156,5649.01070001525
562,208720,4,2,1,25.314,186,211.31400000000002,240641.2578125,2551.0678029601,559,133100,2,3,3,13.942,0,13.942,1524544.29614258,5160.19877527843,520822f1-c925-40af-82b3-c2689b58e97b,558,208720,4,MacArthur Park NC,1,MacArthur Park NC,2,208720,2019,33.704,0,33.704,529.905799,0.0,529.905799,No,1772944.17773438,6918.73449879312
563,208801,4,1,1,264.416,0,264.416,392130.59375,2875.38234526602,560,134002,2,3,3,1.831,0,1.831,763995.4633789059,4148.050856347671,7564e752-821a-41d3-b056-ddcc3adbfb0b,559,208801,4,MacArthur Park NC,1,MacArthur Park NC,1,208801,2019,77.21600000000001,0,77.21600000000001,744.967921,0.0,744.967921,No,2889312.60351563,7802.51443943292
564,208802,4,1,1,12.288,0,12.288,308942.41796875,2837.63200572502,561,134101,2,3,3,0.0,0,0.0,1067517.50073242,4260.494414846529,83ed4fa1-9415-473e-8a10-35977c856345,560,208802,4,MacArthur Park NC,1,MacArthur Park NC,1,208802,2019,27.206999999999997,124,151.21,333.18487799999997,1518.54026,1851.7618760000003,No,2276475.15136719,7699.97718422158
565,208902,4,1,1,14.027999999999999,0,14.027999999999999,268814.4140625,2084.19121922886,562,134103,2,3,3,2.0,0,2.0,1050879.76831055,5301.88023995275,1fb49f7a-79f3-4b36-9569-074c53a2ec44,561,208902,4,Westlake South NC,1,Westlake South NC,1,208902,2019,34.158,0,34.158,480.68766600000004,0.0,480.68766600000004,No,1981186.82324219,5658.609131408621
566,208903,4,1,1,34.872,168,202.872,232668.49609375,2594.57573126636,563,134201,2,3,3,10.783,0,10.783,1470564.6451416,5002.670777057379,a425a8f5-7aa2-43c5-a7f9-e91043227981,562,208903,4,Westlake South NC,1,Westlake South NC,1,208903,2019,75.27199999999999,16,91.272,1223.9215060000001,260.159742,1484.081248,No,1714652.3828125,7038.118197279741
567,208904,4,1,1,6.0,0,6.0,163747.8515625,1682.05021571432,564,134302,2,5,12,0.0,0,0.0,1294641.21618652,4647.25237928074,eafde0f1-6fa8-4960-b8e7-8c303b3521e0,563,208904,4,Westlake North NC,1,Westlake North NC,1,208904,2019,11.703,0,11.703,270.381602,0.0,270.381602,No,1206805.1796875,4901.5035316187705
568,209102,4,1,1,29.153000000000002,29,58.153,445236.515625,3082.16663839526,565,134303,2,3,3,14.189,0,14.189,1573580.18865967,5211.47021443771,cc6309a8-5134-466c-967d-36d4f1d625f3,564,209102,4,Westlake South NC,1,Westlake South NC,1,209102,2019,24.061999999999998,0,24.061999999999998,204.43309399999998,0.0,204.43309399999998,No,3281298.86328125,8364.72062702798
569,209103,4,1,1,1.0,0,1.0,181136.4921875,1729.66918866887,566,134305,2,3,3,9.507,0,9.507,358125.484375,2470.2182330088,b19cca0a-64a2-4d8a-a68e-2394ac88e9ac,565,209103,4,Westlake North NC,1,Westlake North NC,1,209103,2019,0.0,0,0.0,0.0,0.0,0.0,No,1334850.00195313,4693.67584907096
570,209104,4,1,1,1.808,98,99.80799999999999,102184.71484375,1415.29225862885,567,134421,2,3,12,1.831,0,1.831,2158204.65881348,5774.306670538879,4bc22fd5-3c62-4c3b-81eb-697fa6df9ce4,566,209104,4,Westlake North NC,1,Westlake North NC,1,209104,2019,3.1289999999999996,98,101.12899999999999,115.84343500000001,3628.206029,3744.049465,No,753087.443359375,3841.1056467703206
571,209200,4,1,1,31.245,0,31.245,600554.390625,3223.23551613584,568,134422,2,3,12,12.817,0,12.817,2349177.56903076,7746.04651456351,a7a713f8-1d88-444e-9d54-aa28cb4ab6a5,567,209200,4,Downtown Los Angeles NC,1,Downtown Los Angeles NC,1,209200,2019,46.614,76,122.61,293.60540699999996,478.69762199999997,772.277834,No,4426076.45214844,8750.72830336553
572,209300,4,1,1,50.596000000000004,0,50.596000000000004,447334.3828125,2919.1005321070897,569,134423,2,5,12,0.0,0,0.0,1578124.56988525,5575.591636257779,325dc9e5-b864-449c-8591-65593c5dd8d9,568,209300,4,Westlake South NC,1,Westlake South NC,1,209300,2019,77.085,0,77.085,651.781164,0.0,651.781164,No,3296960.91601563,7931.404304171909
573,209401,4,1,1,47.157,0,47.157,314993.203125,2346.89510494315,570,134424,2,5,12,0.0,0,0.0,3668484.94244385,8219.93889403953,cbf82a2c-5d5f-4c98-8f6d-3df86ba9c867,569,209401,4,MacArthur Park NC,1,MacArthur Park NC,1,209401,2019,103.13,0,103.13,1238.5398910000001,0.0,1238.5398910000001,No,2321112.03710938,6370.4529954480795
574,209402,4,1,1,25.22,0,25.22,198970.46875,1786.6228607270002,571,134521,2,3,3,12.546,0,12.546,355818.25592041,2495.66818755267,c73b91bf-41e3-427a-8566-8e9bbd11e5d3,570,209402,4,Westlake South NC,1,Westlake South NC,1,209402,2019,53.9,0,53.9,1024.719216,0.0,1024.719216,No,1466475.44726563,4850.22466974823
575,209403,4,1,1,16.383,0,16.383,201834.7890625,1798.5403146814199,572,134522,2,3,3,7.662000000000001,0,7.662000000000001,612919.581481934,3133.0538293028803,b715be60-bdec-4616-a55e-5a0301ad8290,571,209403,4,Westlake South NC,1,Westlake South NC,1,209403,2019,25.715999999999998,0,25.715999999999998,481.94371500000005,0.0,481.94371500000005,No,1487548.17285156,4882.16617001728
576,209510,4,1,1,33.743,0,33.743,266509.828125,2139.69406543566,573,134720,2,3,3,7.324,0,7.324,991212.417541504,4057.7035652908703,14fda52c-2bec-42d6-a7e1-6699351dcc43,572,209510,4,MacArthur Park NC,1,MacArthur Park NC,1,209510,2019,98.365,0,98.365,1396.0942189999998,0.0,1396.0942189999998,No,1964322.0078125,5807.5404515407
577,209520,4,1,1,44.443000000000005,0,44.443000000000005,337597.06640625,2381.9970780434,574,134800,2,3,3,13.845999999999998,0,13.845999999999998,1867689.34094238,5659.38632571375,e6d0af4e-983b-4bcf-bcfc-32b101bd3e53,573,209520,4,Westlake South NC,1,Westlake South NC,1,209520,2019,93.443,0,93.443,1046.9124160000001,0.0,1046.9124160000001,No,2488515.12011719,6468.402061818741
578,209810,4,1,1,4.851,0,4.851,218798.921875,1995.52116715915,575,134901,2,3,3,3.5069999999999997,0,3.5069999999999997,1061195.22283936,4624.82908502428,dbef4f87-028e-4191-80a0-bfeac7fac81b,574,209810,4,Pico Union NC,1,Pico Union NC,1,209810,2019,4.3,0,4.3,74.331147,0.0,74.331147,No,1612967.62402344,5415.8385719633
579,209820,4,1,1,1.926,0,1.926,261540.51171875,2095.73549911427,576,134904,2,3,3,19.831,0,19.831,1048088.46240234,4775.31729500526,6a832a00-7552-4c87-87e1-1ad74c12246a,575,209820,4,Pico Union NC,1,Pico Union NC,1,209820,2019,37.774,0,37.774,546.2377700000001,0.0,546.2377700000001,No,1927721.34375,5690.6091474759
580,210010,4,1,1,35.427,0,35.427,596682.6015625,3280.53011482906,577,134905,2,3,3,13.207,0,13.207,2602745.67657471,6695.54479813821,34efe279-9b98-4433-b078-f9c8a931520d,576,210010,4,Pico Union NC,1,Pico Union NC,1,210010,2019,90.902,0,90.902,576.174669,0.0,576.174669,No,4398372.45996094,8908.05129276929
581,211000,4,3,4,8.777000000000001,0,8.777000000000001,3881410.4609375,9270.88847358316,578,135102,2,3,12,17.622,0,17.622,1682221.74560547,5806.78754235305,f2dd7a31-f6b4-4adb-9ea5-7337c429c268,577,211000,4,Greater Wilshire NC,4,Greater Wilshire NC,3,211000,2019,9.331,27,36.330999999999996,9.096599000000001,26.321740999999996,35.418339,No,28596610.5458984,25170.0439688829
582,211120,4,2,13,49.303999999999995,0,49.303999999999995,828422.2734375,3879.3195232396397,579,135113,2,3,3,0.0,0,0.0,642277.578491211,3986.38928435039,ef9149d4-b718-45c2-812f-d43c5b890116,578,211120,4,Rampart Village NC,13,Rampart Village NC,2,211120,2019,90.23700000000001,7,97.23700000000001,412.14204,31.971301,444.113341,No,6104075.00585938,10531.2150137475
583,211121,4,2,13,33.06,0,33.06,312577.90234375,2799.20656001307,580,135114,2,3,3,17.266,0,17.266,1271026.40789795,5549.145263523929,f085c9f4-76cc-4868-bd55-ee0c5a1596cd,579,211121,4,Rampart Village NC,13,Rampart Village NC,2,211121,2019,140.1,0,140.1,1696.189284,0.0,1696.189284,No,2302818.73828125,7589.59504102726
584,211122,4,2,13,71.46,0,71.46,534118.33984375,3050.4877987717796,581,137201,2,3,3,12.985999999999999,0,12.985999999999999,1995294.54821777,5818.715507221279,2481baad-ae38-497f-a98a-cc113b73a8f4,580,211122,4,Rampart Village NC,13,Rampart Village NC,2,211122,2019,123.47,0,123.47,874.8125869999999,0.0,874.8125869999999,No,3934573.50195313,8274.25617747711
585,211201,4,2,13,1.926,0,1.926,203642.66015625,1811.41931261953,582,137301,2,3,3,1.0,0,1.0,1601745.83648682,6139.0074298831705,23571126-0de0-487e-9100-0f5d7508c316,581,211201,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211201,2019,1.4269999999999998,0,1.4269999999999998,26.5195,0.0,26.5195,No,1500092.91601563,4915.84819104782
586,211202,4,2,13,2.926,0,2.926,261796.47265625,2048.09199437774,583,137302,2,3,3,5.492999999999999,0,5.492999999999999,2450741.26275635,7450.5887902074,23bffd17-f530-41eb-a30f-dca02728f66b,582,211202,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211202,2019,11.762,0,11.762,170.03075,0.0,170.03075,No,1928578.515625,5559.9966608696395
587,211310,4,2,13,0.0,0,0.0,210316.80859375,1841.91068253656,584,137401,2,3,3,5.237,0,5.237,2355001.31561279,7292.9262368831005,48f7d84c-d737-4700-9368-88e3e3fa25ea,583,211310,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211310,2019,6.83,0,6.83,122.890826,0.0,122.890826,No,1549332.66113281,4998.05800579161
588,211320,4,2,13,7.612,0,7.612,272154.59375,2090.39214243058,585,137501,2,3,3,2.0,0,2.0,2527510.38171387,7294.24498468855,e49b3918-72cf-4bc8-a826-289da2d2d918,584,211320,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211320,2019,4.331,0,4.331,60.22056800000001,0.0,60.22056800000001,No,2005305.85644531,5675.101144565981
589,211410,4,2,10,8.257,0,8.257,395662.25,2766.19134784208,586,137502,2,3,3,5.449,0,5.449,2097178.31878662,5837.978420884089,9b09ba6c-7b9e-46fa-81f9-3425797ef172,585,211410,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211410,2019,12.046,0,12.046,115.214883,0.0,115.214883,No,2914750.63964844,7500.89291004966
590,211420,4,2,10,1.926,0,1.926,556795.3203125,3094.37567645351,587,137504,2,3,3,0.0,0,0.0,3795333.26397705,9748.89978174708,85a75adc-0188-42d7-8318-c21cd4bc7740,586,211420,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211420,2019,3.0,0,3.0,20.389955,0.0,20.389955,No,4101744.16210938,8393.43454874567
591,211500,4,3,4,9.48,0,9.48,1328207.5078125,4826.3699884651505,588,138000,2,3,3,0.0,0,0.0,4532213.31628418,9395.92009436558,7b6d8de6-ee5b-4aac-a7d3-ffc6d0467444,587,211500,4,Greater Wilshire NC,4,Greater Wilshire NC,3,211500,2019,2.873,0,2.873,8.185749000000001,0.0,8.185749000000001,No,9784748.32421875,13105.7273314445
592,211701,4,3,4,2.926,0,2.926,951781.10546875,3881.7592473343702,589,139200,2,3,5,0.0,0,0.0,1150483.27752686,4274.33849232716,eba84273-cca6-40dd-a90a-5e79eadab9c5,588,211701,4,Greater Wilshire NC,4,Greater Wilshire NC,3,211701,2019,6.09,0,6.09,24.210031,0.0,24.210031,No,7012608.37402344,10536.9963625522
593,211703,4,2,4,7.777,0,7.777,268970.17578125,2098.7025921092104,590,139301,2,3,3,1.0,0,1.0,2893876.87982178,8193.98839251444,f99f8b6e-ff7f-4f9b-abbe-708cefe2908d,589,211703,4,Greater Wilshire NC,4,Greater Wilshire NC,2,211703,2019,5.0,0,5.0,70.339561,0.0,70.339561,No,1981566.30761719,5697.060209957161
594,211704,4,2,10,8.629,0,8.629,270170.13671875,2117.09194613431,591,139302,2,3,3,3.0,0,3.0,339075.278442383,2427.77343552737,e78f5fa9-c211-46f7-b5ac-d1f0a0851583,590,211704,4,Greater Wilshire NC,10,Greater Wilshire NC,2,211704,2019,18.982,0,18.982,265.828123,0.0,265.828123,No,1990875.36132813,5747.841692552271
595,211802,4,2,10,40.735,0,40.735,475371.58203125,2922.3020778349,592,139401,2,3,3,10.338,0,10.338,909079.608398438,3778.9177181684795,db548fa3-b4d5-478b-bc37-f51faef7be27,591,211802,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211802,2019,26.053,0,26.053,207.358097,0.0,207.358097,No,3502502.01171875,7937.926547581641
596,211803,4,2,10,6.58,0,6.58,203840.671875,1811.3848094577,593,139402,2,3,3,4.971,0,4.971,2448597.48706055,8511.61159258986,990c37ae-92ae-4bc4-9ef5-8b96eda0443e,592,211803,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211803,2019,1.8730000000000002,0,1.8730000000000002,34.768119,0.0,34.768119,No,1501915.63574219,4916.03461539728
597,211804,4,2,10,13.145,0,13.145,271673.484375,2089.3796586408603,594,139502,2,3,5,15.421,0,15.421,1055414.93780518,5034.26857421079,13492e94-1fd0-436f-9521-536a19da8012,593,211804,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211804,2019,14.467,0,14.467,201.495436,0.0,201.495436,No,2001661.06054688,5672.03667712604
598,211910,4,2,10,2.7030000000000003,0,2.7030000000000003,201558.29296875,1802.02487930245,595,139504,2,3,5,7.29,0,7.29,289497.256408691,2471.6917319233803,ba3adc44-a681-43b1-af66-86ed28ea91b5,594,211910,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211910,2019,1.7009999999999998,0,1.7009999999999998,31.932879999999997,0.0,31.932879999999997,No,1484867.70117188,4890.26829609981
599,211921,4,2,10,23.038,0,23.038,135377.7734375,1530.6635431050101,596,139600,2,3,5,2.676,0,2.676,2481364.16271973,6301.53291318011,60a9b59e-7a46-4f0f-9448-3cbee256d70c,595,211921,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211921,2019,8.662,0,8.662,242.10598399999998,0.0,242.10598399999998,No,997355.159179688,4152.00276102299
600,211922,4,2,10,3.511,0,3.511,135711.703125,1531.84050268111,597,139701,2,3,5,1.0,0,1.0,3421751.15600586,9778.002121634829,0fc15644-9340-4a78-8040-0617234362d4,596,211922,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211922,2019,0.0,0,0.0,0.0,0.0,0.0,No,999879.219726563,4155.376559048929
