FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length
780,237720,6,2,8,7.406,0,7.406,474045.4296875,3209.091896907
781,237800,6,2,8,4,0,4,1417985.39453125,4834.48785850525
782,237900,6,2,8,2,0,2,1428178.03125,4879.06409547854
783,238000,6,2,8,17.914,0,17.914,2423568.765625,7777.89879948778
784,238100,6,2,8,9.19,62,71.19,1433717.62109375,4880.5633305606
785,238200,6,2,8,7.19,0,7.19,1496208.59375,5107.91999785937
786,238310,6,2,8,34.863,0,34.863,578721.2109375,3421.29575778881
787,238320,6,2,8,39.904,458,497.904,682448.1171875,3558.58044634263
788,238400,6,2,8,22.786,0,22.786,1896565.20703125,5843.98516248757
789,239201,6,2,9,88.163,0,88.163,655981.046875,3272.55083366714
790,239202,6,2,9,61.612,0,61.612,1860036.14453125,5836.38291164389
791,239310,6,2,9,28.165,0,28.165,779780.22265625,3563.57406296667
792,239320,6,2,9,10.724,0,10.724,506002.71484375,3050.66295416406
793,239330,6,2,9,17.065,0,17.065,1428074.07421875,4944.1120408503
794,239501,6,2,9,7.095,0,7.095,691270.4140625,3887.25730087128
795,239502,6,2,9,3,0,3,744714.98046875,3977.58204626845
796,239601,6,2,9,33.75,0,33.75,615539.4453125,3527.48031685631
797,239602,6,2,9,50.962,0,50.962,521971.25390625,3409.40518714563
798,239701,6,2,9,33.309,19,52.309,597127.48046875,3488.44574599547
799,239702,6,2,9,62.31,0,62.31,708670.62890625,3699.93873816817
800,239801,6,2,9,12.967,0,12.967,540379.75,3660.28969222641
801,239802,6,2,9,19.778,0,19.778,888184.83984375,4135.7434309373
802,240010,6,2,9,7.276,0,7.276,857479.53515625,4487.66062607447
803,240020,6,2,9,9.19,0,9.19,1048836.01171875,4722.74626413706
804,240200,6,2,8,24,0,24,1088214.53515625,4154.14136729144
805,240300,6,2,8,37.15,0,37.15,1185445.80859375,4413.74808102549
806,240401,6,2,8,17.133,25,42.133,1010383.67578125,4161.88713964962
807,240402,6,2,8,57.583,0,57.583,875951.48046875,4091.21724054571
808,240500,6,2,8,29.722,24,53.722,1183055.40234375,4514.40161152241
809,240600,6,2,8,28.919,0,28.919,984619.88671875,4157.1681652974
810,240700,6,2,8,96.433,0,96.433,1740192.0546875,5531.25139149208
811,240800,6,2,8,25.771,0,25.771,929958.8359375,4973.41740554094
812,240900,6,2,8,43.683,0,43.683,1558955.34375,5244.87181516501
813,241001,6,2,15,76.403,0,76.403,1320948.0859375,6662.94876338161
814,241002,6,2,15,61.451,0,61.451,1029891.72265625,4782.73063353024
815,241110,6,2,8,13.586,0,13.586,708776.5625,3877.83363117335
816,241120,6,2,8,5.798,0,5.798,966120.94921875,4271.56461774979
817,241201,6,2,8,6.686,0,6.686,707771.7109375,3741.35051631814
818,241202,6,2,8,3.686,0,3.686,1694644.76953125,5162.3598009448
819,241300,6,2,15,34.19,0,34.19,760287.6171875,3659.75122940217
820,241400,6,2,15,81.366,0,81.366,837197.125,4054.34889536137
821,242000,6,2,15,8.998,232,240.998,942017.64453125,3873.65541521891
822,242100,6,2,15,12.276,0,12.276,401747.47265625,3862.80855099332
823,242200,6,2,15,9.711,0,9.711,1184797.48828125,4757.06970591625
824,242300,6,2,15,12.579,0,12.579,917899.76171875,4237.13022723345
825,242600,6,2,15,97.022,0,97.022,693211.296875,3366.29865001318
826,242700,6,2,15,10.19,0,10.19,1478642.1328125,5289.0403640206
827,243000,6,2,15,22.343,0,22.343,1044890.6171875,4083.84723241625
828,243100,6,2,15,34.19,0,34.19,884029.65234375,3928.43837217902
829,261101,5,3,4,0,0,0,9781026.09375,23452.1514182391
830,261102,5,3,5,5.903,0,5.903,11611943.953125,20558.8069851642
831,261200,5,3,5,2.095,0,2.095,11102891.6875,21978.5806923777
832,262100,5,3,5,0,0,0,12821965.7773438,25938.9181783009
833,262200,5,3,5,0,0,0,12521145.2773438,19274.1910931308
834,262301,5,3,11,3.399,0,3.399,19098793.1992188,27442.8968677476
835,262302,5,3,11,0,0,0,4467685.21875,11912.4314634577
836,262303,5,3,11,1.808,0,1.808,3819228.68359375,10774.0053880203
837,262400,5,3,11,0,0,0,16472351.5429688,27700.7736789978
838,262501,5,3,11,0,0,0,2392621.55078125,7341.52793580119
839,262601,5,3,11,0,0,0,5395687.484375,12814.4564004051
840,262604,5,3,11,26.439,0,26.439,8251136.87109375,19425.9316099952
841,262704,5,3,11,42.831,0,42.831,2708880.5703125,9212.93061182322
842,262706,5,3,11,14.798,0,14.798,3119221.703125,7868.42786391677
843,262802,5,3,11,17.058,0,17.058,4809878.640625,14027.7891888748
844,264000,5,3,11,1.926,0,1.926,2728261.76953125,8462.27745800228
845,264102,5,3,11,0,0,0,579125.54296875,3778.40369301621
846,264103,5,3,11,2.808,0,2.808,336684.1015625,2713.59925274925
847,264301,5,3,11,15.562,0,15.562,613591.4609375,3205.76323213248
848,264302,5,3,11,14.722,0,14.722,2467969.48828125,8152.24482044156
849,265100,5,3,5,2,0,2,3451600.62109375,8998.67937069565
850,265201,5,3,5,4.181,0,4.181,641067.9296875,4383.58242094123
851,265202,5,3,5,38.181,0,38.181,840404.31640625,4251.24919686225
852,265301,5,3,5,15.102,0,15.102,2331615.89453125,7553.32985481217
853,265303,5,3,5,0,0,0,216219.0625,2120.80496654232
854,265304,5,3,5,2.926,0,2.926,191361.484375,2170.44854525498
855,265305,5,3,5,11.116,0,11.116,454018.1875,3685.04496788551
856,265410,5,3,11,1,0,1,822461.4140625,5366.01290669136
857,265420,5,3,5,0,0,0,1067680.64453125,4547.17905308566
858,265510,5,3,5,12.585,0,12.585,560083.203125,3055.20770967308
859,265520,5,3,5,45.119,0,45.119,1120880.75,4943.12428654391
860,265601,5,3,5,16.127,0,16.127,910066.6875,4223.45462774102
861,265602,5,3,5,2.591,0,2.591,490651.99609375,3417.56847770056
862,265700,5,3,5,5,0,5,1801291.66015625,5613.8607916571
863,267100,5,3,5,10.777,0,10.777,1612255.01171875,5252.16243815697
864,267200,5,3,5,39.989,0,39.989,1719251.41796875,5452.99205452969
865,267300,5,3,11,41.658,0,41.658,627854.2890625,3195.91856734481
866,267402,5,3,11,16.872,0,16.872,626146.8984375,3256.42173561674
867,267403,5,3,11,4.926,120,124.926,358506.25,2885.16873929815
868,267404,5,3,11,6.851,0,6.851,415346.53125,2715.63038473277
869,267501,5,3,11,14.61,0,14.61,662645.28515625,3339.19838321415
870,267502,5,3,11,28.059,0,28.059,634646.19140625,3286.98167195182
871,267600,5,3,11,24.772,0,24.772,1853190.41015625,5606.5895916922
872,267700,5,2,11,17.389,0,17.389,1186979.64453125,4490.16042824865
873,267800,5,3,5,20.595,169,189.595,1680694.875,5482.77481828349
874,267901,5,3,5,0,0,0,1635290.47265625,5592.74675324079
875,267902,5,3,5,2.591,0,2.591,1136183.96875,4736.91657801545
876,269000,5,2,5,11.166,0,11.166,3334265.21484375,10985.7967324484
877,269100,5,2,5,6.021,0,6.021,1225711.6484375,4589.66057333864
878,269300,5,2,5,3.591,0,3.591,3224514.05078125,7491.17061356665
879,269500,5,2,5,1.808,0,1.808,2036379.69140625,6540.57303335489
880,269601,5,2,10,14.516,0,14.516,487160.85546875,2790.68113850607
881,269602,5,2,10,1.808,0,1.808,424298.27734375,2699.34371529066
882,269700,5,2,10,16.073,0,16.073,1310395.51953125,5437.78877144756
883,269800,5,2,5,18.277,0,18.277,681820.92578125,4429.55263967676
884,269903,5,2,5,15.463,0,15.463,414201.86328125,2839.39761707225
885,269904,5,2,5,28.217,0,28.217,492409.80859375,3322.24963750402
886,269905,5,2,5,23.664,0,23.664,347375.58203125,3063.12083661923
887,269906,5,2,5,10.11,0,10.11,303566.49609375,2748.00074629426
888,269907,5,2,5,13.371,0,13.371,404009.28125,2807.81417668652
889,270100,5,2,5,38.858,0,38.858,833059.43359375,4914.87764811888
890,270200,5,2,10,62.831,4,66.831,1115570.046875,5270.60511354684
891,270300,4,2,10,39.305,0,39.305,1425742.76953125,5033.91563031975
892,271100,5,2,5,37.363,0,37.363,1174224.20703125,5205.34346867663
893,271200,5,2,11,27.38,0,27.38,765523.1875,5036.04707399457
894,271300,5,2,11,19.4,0,19.4,2134679.34375,7127.47153118063
895,271400,5,2,11,6.285,0,6.285,1676448.921875,5340.35042113819
896,271500,5,2,11,1.591,3,4.591,1327992.5625,4809.0084588104
897,271600,5,2,11,4.095,0,4.095,1318714.61328125,4621.68886289151
898,271701,5,2,5,1,0,1,1455261.046875,5083.69812110148
899,271702,5,2,5,37.865,0,37.865,1033836.6171875,4912.13628697652
900,271801,5,2,5,5.616,0,5.616,704488.6015625,3546.39256739807
901,271802,5,2,5,9.302,0,9.302,842617.70703125,3724.4198845424
902,271901,5,2,11,1,0,1,956180.87109375,3938.86848474162
903,271902,5,2,11,0,0,0,1348382.5,4694.0101731186
904,272100,5,2,11,1.808,0,1.808,1749489.046875,5454.44707992046
905,272201,5,2,11,29.767,5,34.767,379253.5390625,2466.54024259258
906,272202,5,2,11,20.999,0,20.999,451528.953125,3233.40551461352
907,272301,5,2,11,4.19,0,4.19,881158.2890625,4687.29616642487
908,272302,5,2,11,1.926,0,1.926,736844.3203125,3889.28786967397
909,273100,5,3,11,53.964,0,53.964,1715090.796875,5691.60416353308
910,273200,5,3,11,110.094,36,146.094,936274.68359375,4236.81293855344
911,273300,5,3,11,232.108,21,253.108,834101.1953125,4135.51455487789
912,273402,5,3,11,202.621,0,202.621,896657.56640625,4232.07319124135
913,273502,5,3,11,121.93,0,121.93,876796.7734375,4022.15054778378
914,273600,5,3,11,71.881,0,71.881,858493.86328125,3961.8846227705
915,273700,5,3,11,8.379,0,8.379,1006947.7265625,4050.92909500202
916,273800,5,2,11,43.029,0,43.029,1081578.1328125,6061.62672069971
917,273902,5,3,11,43.603,71,114.603,1374121.1640625,5167.26776676201
918,274100,5,2,11,30.368,0,30.368,915827.890625,5264.23162274151
919,274202,5,3,11,25.228,0,25.228,1813090.87890625,9340.34747429417
920,275101,5,2,11,18.011,0,18.011,510263.4609375,3788.71114608108
921,275102,5,2,11,28.213,0,28.213,901747.7890625,4479.69123555003
922,275200,5,2,11,3.926,0,3.926,676876.34765625,3874.32711258038
923,275302,5,2,11,21.035,0,21.035,2623460.9140625,6678.8743004983
924,275311,5,2,11,19.801,0,19.801,1884318.1953125,6310.88661750472
925,275400,5,2,11,22.515,0,22.515,1095179.765625,4811.79079923384
926,275500,5,2,11,16.185,0,16.185,1148844.99609375,4331.07234861211
927,275602,5,2,11,26.34,0,26.34,3771300.58984375,10406.7234335188
928,275603,5,2,11,44.497,0,44.497,1499193.44140625,6157.87646371681
929,276000,5,2,11,15.368,0,15.368,3408482.96875,8322.87913797426
930,276100,5,2,11,30.908,0,30.908,1431498.9375,9455.41609502717
931,276400,5,2,11,3.903,0,3.903,1859734.5234375,5967.60952696903
932,276500,5,2,11,5.998,18,23.998,1737284.296875,5657.42224352564
933,276601,5,4,11,14.7,0,14.7,3264169.8828125,8565.5981386729
934,276603,5,4,11,26.66,0,26.66,662529.3828125,3751.32696081192
935,276604,5,4,11,23.47,0,23.47,1221662.28515625,5829.22064236244
936,277000,5,2,11,8.203,0,8.203,3351058.171875,8047.67563624118
937,277100,5,2,11,36.468,0,36.468,1802466.5390625,5787.88651252632
938,277200,5,2,11,32.841,0,32.841,1517980.78125,5574.57692380539
939,277400,5,2,11,420.677,0,420.677,930873.36328125,3840.37327559705
940,278001,5,2,11,35.886,0,35.886,2353030.5703125,9316.92554737122
941,278102,5,4,11,13.426,0,13.426,2655853.51171875,11222.8065842278
942,291110,8,2,15,5.442,0,5.442,1035676.30859375,4264.96452332425
943,291120,8,2,15,25.996,0,25.996,1020687.6015625,4037.90186558548
944,291130,8,2,15,5.19,0,5.19,1879507.296875,5828.8344099786
945,291210,8,2,15,7.946,0,7.946,1807901.81640625,5774.76407043606
946,291220,8,2,15,8.368,0,8.368,1190772.4296875,4531.32592122143
947,291300,8,2,15,65.119,0,65.119,3495118.62890625,11556.4238240507
948,292000,8,4,15,20.662,0,20.662,5815011.61328125,11781.1102985636
949,293201,8,4,15,10.463,0,10.463,1555481.08984375,5132.78279556898
950,293202,8,4,15,14.585,0,14.585,1528682.390625,5259.98919649351
951,293301,8,4,15,0,0,0,1227131.390625,5251.88938187741
952,293302,8,4,15,0,0,0,1625202.9921875,5639.6995525621
953,293304,8,4,15,28.972,0,28.972,826696.48828125,3646.51611408069
954,293306,8,4,15,0,0,0,912269.1171875,4256.82001683921
955,293307,8,4,15,10.953,0,10.953,489811.34765625,3369.83919915637
956,294110,8,4,15,1,0,1,1439062.453125,6163.96103418538
957,294120,8,4,15,23.622,0,23.622,2266146.3125,6280.57885343053
958,294200,8,4,15,13,0,13,1384592.8515625,4735.24008030004
959,294301,8,4,15,12.205,0,12.205,1035122.00390625,4286.74402261211
960,294302,8,4,15,10.19,0,10.19,1219603.04296875,5376.52536864133
961,294410,8,4,15,42.677,0,42.677,1210388.84765625,4623.42775253116
962,294421,8,4,15,27.778,0,27.778,964719.54296875,6041.87769519411
963,294510,8,4,15,14.653,0,14.653,752172.1953125,3615.62701094024
964,294520,8,4,15,37.301,0,37.301,702609.1328125,3500.5890686402
965,294610,8,4,15,8.998,0,8.998,1195716.9375,4389.41189027006
966,294620,8,4,15,68.377,0,68.377,1221541.828125,4656.6514011292
967,294701,8,4,15,62.127,40,102.127,2542319.3828125,7282.00752616819
968,294810,8,4,15,24.708,0,24.708,465056.81640625,2779.33176760535
969,294820,8,4,15,26.143,0,26.143,556517.73828125,3012.53086013236
970,294830,8,4,15,93.602,0,93.602,1285383.21484375,5025.82452418048
971,294900,8,4,15,3.095,0,3.095,935254.84765625,5004.03252890282
972,295103,8,4,15,24.693,0,24.693,2985391.98828125,9373.08549380893
973,296210,8,4,15,13.77,0,13.77,811362.17578125,3525.0489910643
974,296220,8,4,15,41.12,0,41.12,777680.828125,3522.067194357
975,296300,8,4,15,43.492,0,43.492,1541193.296875,6250.49412876471
976,296401,8,4,15,1.808,0,1.808,1432523.6875,5223.40263908298
977,296402,8,4,15,9.379,0,9.379,1515518.83203125,6250.49826614375
978,296500,8,4,15,15.75,0,15.75,1316937.1796875,5088.78527425152
979,296600,8,4,15,54.578,119,173.578,1220702.3984375,4504.14747026528
980,296901,8,4,15,0,0,0,894839.0625,4162.41708406769
981,296902,8,4,15,19.393,59,78.393,711390.578125,4393.72226955767
982,297000,8,4,15,0,0,0,2095106.9921875,6906.9640715042
983,297110,8,4,15,88.264,0,88.264,706695.81640625,3362.75038140226
984,297120,8,4,15,21.575,0,21.575,642039.5234375,3756.54942619447
985,297201,8,4,15,4,0,4,585484.38671875,3038.63517448498
986,297202,8,4,15,0,0,0,834517.46484375,3663.85041134857
987,297300,8,4,15,0,0,0,1769737.984375,6933.97399707004
988,297400,8,4,15,4.591,0,4.591,3034986.72265625,7964.44347824347
989,297500,8,4,15,8.379,0,8.379,2946246.17578125,7959.71962956522
990,297601,8,4,15,5.19,0,5.19,1074867.3046875,7409.98735312419
991,297602,8,4,15,1.808,0,1.808,901419.80078125,4520.897187911
992,609900,8,4,15,23.223,0,23.223,784876.26953125,5167.81396423839
993,702901,5,4,11,30.598,0,30.598,5487022.59765625,9556.63484806839
994,930401,2,3,3,2,0,2,2036570.8125,6849.16300588272
995,980008,2,3,6,4.19,0,4.19,4938960.5078125,12490.9147641263
996,980009,4,3,4,69.054,0,69.054,31123927.1914063,29918.3878394001
997,980010,4,1,1,1,0,1,5598769.74609375,13482.8748526683
998,980014,8,4,15,148.844,0,148.844,9943247.95703125,27229.2250439237
999,980015,8,4,15,23.57,0,23.57,7978776.60546875,13057.6372886029
1000,980019,5,3,11,0,0,0,64560521.1796875,57122.9011717277
1001,980020,2,5,7,0,0,0,12512873.4570313,22316.7573811516
1002,980021,2,3,7,62.676,0,62.676,10189503.2539063,18971.0759103883
1003,980022,2,5,12,0,0,0,9232445.46484375,15015.984863976
1004,980023,2,5,12,0,0,0,7653904.03125,14711.1587505397
